NX_A0A075B6H9-1	ENST00000390282
NX_Q5TAQ9-1	ENST00000326837
NX_Q5TAQ9-1	ENST00000368073
NX_Q5TAQ9-1	ENST00000368074
NX_Q5TAQ9-2	ENST00000475733
NX_Q5TAQ9-2	ENST00000610139
NX_Q5TAT6-10	ENST00000520267
NX_Q5TAT6-11	ENST00000520133
NX_Q5TAT6-1	ENST00000398978
NX_Q5TAT6-2	ENST00000354547
NX_Q5TAT6-3	ENST00000357811
NX_Q5TAT6-4	ENST00000517713
NX_Q5TAT6-8	ENST00000522165
NX_Q5TAX3-1	ENST00000371544
NX_Q5TB30-2	ENST00000370966
NX_Q5TB30-5	ENST00000456315
NX_Q5TB80-1	ENST00000403245
NX_Q5TB80-2	ENST00000257766
NX_Q5TB80-2	ENST00000403245
NX_Q5TB80-2	ENST00000617909
NX_Q5TBA9-1	ENST00000542859
NX_Q5TBB1-1	ENST00000336617
NX_Q5TBB1-2	ENST00000422660
NX_Q5TBC7-1	ENST00000393316
NX_Q5TBC7-2	ENST00000393320
NX_Q5TBE3-1	ENST00000376001
NX_Q5TBE3-1	ENST00000617985
NX_Q5TBE3-2	ENST00000339137
NX_Q5TBE3-2	ENST00000613665
NX_Q5TBK1-1	ENST00000380130
NX_Q5TBK1-1	ENST00000380133
NX_Q5TBK1-2	ENST00000380139
NX_Q5TBK1-2	ENST00000613078
NX_Q5TC04-1	ENST00000369491
NX_Q5TC04-1	ENST00000369492
NX_Q5TC12-1	ENST00000371937
NX_Q5TC12-1	ENST00000574428
NX_Q5TC12-1	ENST00000576409
NX_Q5TC12-2	ENST00000371937
NX_Q5TC12-2	ENST00000529214
NX_Q5TC12-2	ENST00000532925
NX_Q5TC12-2	ENST00000542495
NX_Q5TC12-2	ENST00000574428
NX_Q5TC12-2	ENST00000576409
NX_Q5TC12-3	ENST00000532925
NX_Q5TC63-1	ENST00000375431
NX_Q5TC63-2	ENST00000326039
NX_Q5TC63-2	ENST00000375430
NX_Q5TC63-3	ENST00000375430
NX_Q5TC79-1	ENST00000367701
NX_Q5TC79-1	ENST00000427304
NX_Q5TC79-2	ENST00000367702
NX_Q5TC79-3	ENST00000367704
NX_Q5TC82-1	ENST00000258349
NX_Q5TC82-1	ENST00000367696
NX_Q5TC82-2	ENST00000367694
NX_Q5TC84-1	ENST00000370435
NX_Q5TCH4-1	ENST00000371891
NX_Q5TCM9-1	ENST00000334269
NX_Q5TCQ9-2	ENST00000369617
NX_Q5TCQ9-3	ENST00000369611
NX_Q5TCQ9-3	ENST00000369615
NX_Q5TCQ9-4	ENST00000307546
NX_Q5TCS8-2	ENST00000285397
NX_Q5TCS8-4	ENST00000424296
NX_Q5TCS8-5	ENST00000355283
NX_Q5TCX8-1	ENST00000366624
NX_Q5TCX8-2	ENST00000366623
NX_Q5TCY1-1	ENST00000259750
NX_Q5TCZ1-1	ENST00000369774
NX_Q5TCZ1-2	ENST00000355946
NX_Q5TCZ1-2	ENST00000420222
NX_Q5TCZ1-3	ENST00000355946
NX_Q5TD94-1	ENST00000229554
NX_Q5TD94-2	ENST00000368580
NX_Q5TD94-3	ENST00000368581
NX_Q5TD97-1	ENST00000326771
NX_Q5TD97-1	ENST00000541107
NX_Q5TDH0-1	ENST00000480945
NX_Q5TDH0-2	ENST00000486680
NX_Q5TDP6-1	ENST00000370657
NX_Q5TDP6-2	ENST00000370658
NX_Q5TDP6-3	ENST00000622415
NX_Q5TEA3-1	ENST00000252032
NX_Q5TEA6-1	ENST00000284951
NX_Q5TEA6-2	ENST00000378072
NX_Q5TEC3-1	ENST00000421812
NX_Q5TEJ8-1	ENST00000373921
NX_Q5TEJ8-2	ENST00000373925
NX_Q5TEJ8-4	ENST00000373927
NX_Q5TEJ8-5	ENST00000328928
NX_Q5TEU4-1	ENST00000378106
NX_Q5TEU4-2	ENST00000463598
NX_Q5TEZ5-1	ENST00000388923
NX_Q5TF21-1	ENST00000525778
NX_Q5TF39-1	ENST00000368847
NX_Q5TF58-1	ENST00000455833
NX_Q5TFE4-1	ENST00000319550
NX_Q5TFG8-1	ENST00000237275
NX_Q5TFQ8-1	ENST00000279477
NX_Q5TFQ8-1	ENST00000568365
NX_Q5TG30-1	ENST00000373345
NX_Q5TG53-2	ENST00000437764
NX_Q5TGI0-1	ENST00000389677
NX_Q5TGI0-2	ENST00000389677
NX_Q5TGI0-2	ENST00000538471
NX_Q5TGI4-1	ENST00000367474
NX_Q5TGJ6-1	ENST00000510882
NX_Q5TGL8-1	ENST00000380283
NX_Q5TGP6-1	ENST00000367758
NX_Q5TGP6-2	ENST00000367759
NX_Q5TGS1-1	ENST00000377898
NX_Q5TGU0-1	ENST00000373161
NX_Q5TGU0-1	ENST00000470917
NX_Q5TGU0-2	ENST00000373158
NX_Q5TGY1-1	ENST00000294543
NX_Q5TGY3-1	ENST00000247087
NX_Q5TGY3-1	ENST00000374011
NX_Q5TGZ0-1	ENST00000322753
NX_Q5TGZ0-2	ENST00000467029
NX_Q5TH69-1	ENST00000251691
NX_Q5TH74-1	ENST00000337248
NX_Q5TH74-1	ENST00000374409
NX_Q5TH74-2	ENST00000003583
NX_Q5TH74-2	ENST00000337248
NX_Q5TH74-2	ENST00000374409
NX_Q5TH74-3	ENST00000003583
NX_Q5THJ4-1	ENST00000620676
NX_Q5THJ4-2	ENST00000613099
NX_Q5THK1-1	ENST00000327423
NX_Q5THR3-1	ENST00000262726
NX_Q5THR3-2	ENST00000262726
NX_Q5THR3-2	ENST00000396231
NX_Q5THR3-3	ENST00000262726
NX_Q5THR3-3	ENST00000396231
NX_Q5THR3-4	ENST00000461800
NX_Q5THR3-6	ENST00000404038
NX_Q5TIA1-1	ENST00000401548
NX_Q5TIA1-2	ENST00000401548
NX_Q5TIA1-7	ENST00000403492
NX_Q5TID7-1	ENST00000367806
NX_Q5TID7-2	ENST00000491570
NX_Q5TID7-3	ENST00000367805
NX_Q5TID7-3	ENST00000545005
NX_Q5TIE3-1	ENST00000375079
NX_Q5TIE3-2	ENST00000289815
NX_Q5TIE3-3	ENST00000473325
NX_Q5TKA1-1	ENST00000328205
NX_Q5TKA1-2	ENST00000328205
NX_Q5TKA1-3	ENST00000460719
NX_Q5TYM5-1	ENST00000367128
NX_Q5TYM5-2	ENST00000341209
NX_Q5TYW1-1	ENST00000612867
NX_Q5TYW1-1	ENST00000621410
NX_Q5TYW1-2	ENST00000622180
NX_Q5TYW2-1	ENST00000562196
NX_Q5TYX0-1	ENST00000622421
NX_Q5TZ20-1	ENST00000343414
NX_Q5TZF3-2	ENST00000333279
NX_Q5TZJ5-1	ENST00000377647
NX_Q5TZK3-1	ENST00000612305
NX_Q5TZK3-1	ENST00000613896
NX_Q5TZK3-1	ENST00000614933
NX_Q5TZK3-1	ENST00000618177
NX_Q5TZK3-1	ENST00000621724
NX_Q5U3C3-1	ENST00000372068
NX_Q5U3C3-1	ENST00000372073
NX_Q5U3C3-2	ENST00000372068
NX_Q5U3C3-2	ENST00000372072
NX_Q5U3C3-2	ENST00000372073
NX_Q5U4N7-1	ENST00000374375
NX_Q5U4P2-1	ENST00000308748
NX_Q5U4P2-1	ENST00000414952
NX_Q5U4P2-1	ENST00000566693
NX_Q5U5Q3-1	ENST00000406189
NX_Q5U5R9-1	ENST00000298068
NX_Q5U5R9-2	ENST00000371681
NX_Q5U5X0-1	ENST00000379380
NX_Q5U5X8-1	ENST00000358906
NX_Q5U5X8-1	ENST00000538780
NX_Q5U5Z8-1	ENST00000525123
NX_Q5U5Z8-2	ENST00000525123
NX_Q5U5Z8-3	ENST00000525123
NX_Q5U5Z8-3	ENST00000528609
NX_Q5U623-1	ENST00000356427
NX_Q5U623-1	ENST00000396560
NX_Q5U623-2	ENST00000324570
NX_Q5U623-2	ENST00000396559
NX_Q5U649-1	ENST00000330828
NX_Q5U651-1	ENST00000222145
NX_Q5UAW9-1	ENST00000377411
NX_Q5UCC4-1	ENST00000334976
NX_Q5UCC4-2	ENST00000376918
NX_Q5UE93-1	ENST00000614407
NX_Q5UE93-1	ENST00000619866
NX_Q5UIP0-1	ENST00000243326
NX_Q5UIP0-1	ENST00000444746
NX_Q5UIP0-2	ENST00000428287
NX_Q5UIP0-2	ENST00000430328
NX_Q5UIP0-2	ENST00000453091
NX_Q5VIR6-1	ENST00000571805
NX_Q5VIR6-2	ENST00000291074
NX_Q5VIR6-4	ENST00000437048
NX_Q5VIY5-1	ENST00000595646
NX_Q5VIY5-2	ENST00000243639
NX_Q5VIY5-2	ENST00000595646
NX_Q5VSD8-1	ENST00000377548
NX_Q5VSD8-1	ENST00000448436
NX_Q5VSG8-1	ENST00000373045
NX_Q5VSG8-2	ENST00000329006
NX_Q5VSG8-2	ENST00000532512
NX_Q5VSG8-3	ENST00000397631
NX_Q5VSL9-1	ENST00000369795
NX_Q5VSL9-2	ENST00000369795
NX_Q5VSL9-2	ENST00000369796
NX_Q5VSL9-4	ENST00000485775
NX_Q5VSP4-1	ENST00000372031
NX_Q5VSR9-1	ENST00000370493
NX_Q5VST6-1	ENST00000333421
NX_Q5VST6-2	ENST00000377041
NX_Q5VST9-1	ENST00000422127
NX_Q5VST9-1	ENST00000636875
NX_Q5VST9-3	ENST00000284548
NX_Q5VSY0-1	ENST00000376371
NX_Q5VSY0-2	ENST00000376365
NX_Q5VT03-1	ENST00000381697
NX_Q5VT06-1	ENST00000367607
NX_Q5VT25-1	ENST00000334218
NX_Q5VT25-2	ENST00000366766
NX_Q5VT25-3	ENST00000366767
NX_Q5VT25-5	ENST00000366769
NX_Q5VT33-1	ENST00000377879
NX_Q5VT33-1	ENST00000618037
NX_Q5VT40-1	ENST00000338353
NX_Q5VT40-1	ENST00000354422
NX_Q5VT40-1	ENST00000456900
NX_Q5VT52-1	ENST00000369068
NX_Q5VT52-2	ENST00000369068
NX_Q5VT52-3	ENST00000401000
NX_Q5VT52-4	ENST00000369067
NX_Q5VT66-1	ENST00000366910
NX_Q5VT66-3	ENST00000407981
NX_Q5VT79-1	ENST00000619162
NX_Q5VT79-2	ENST00000622769
NX_Q5VT97-1	ENST00000341460
NX_Q5VT98-1	ENST00000316412
NX_Q5VT98-1	ENST00000602960
NX_Q5VT99-1	ENST00000376085
NX_Q5VTA0-1	ENST00000376098
NX_Q5VTB9-1	ENST00000355387
NX_Q5VTB9-1	ENST00000361799
NX_Q5VTB9-1	ENST00000372247
NX_Q5VTD9-1	ENST00000339463
NX_Q5VTD9-1	ENST00000372122
NX_Q5VTD9-2	ENST00000372123
NX_Q5VTE0-1	ENST00000436459
NX_Q5VTE6-1	ENST00000366962
NX_Q5VTE6-2	ENST00000360506
NX_Q5VTE6-2	ENST00000366962
NX_Q5VTE6-2	ENST00000535388
NX_Q5VTH2-1	ENST00000367974
NX_Q5VTH9-1	ENST00000371026
NX_Q5VTH9-2	ENST00000371023
NX_Q5VTH9-3	ENST00000464352
NX_Q5VTJ3-1	ENST00000400664
NX_Q5VTL7-1	ENST00000370017
NX_Q5VTL8-1	ENST00000370025
NX_Q5VTL8-2	ENST00000370022
NX_Q5VTM2-2	ENST00000452145
NX_Q5VTQ0-1	ENST00000512701
NX_Q5VTQ0-2	ENST00000512701
NX_Q5VTQ0-3	ENST00000380850
NX_Q5VTQ0-5	ENST00000297615
NX_Q5VTQ0-5	ENST00000507285
NX_Q5VTQ0-5	ENST00000507993
NX_Q5VTQ0-5	ENST00000512701
NX_Q5VTQ0-6	ENST00000297615
NX_Q5VTQ0-7	ENST00000380853
NX_Q5VTR2-1	ENST00000389120
NX_Q5VTT2-1	ENST00000377197
NX_Q5VTT2-2	ENST00000527647
NX_Q5VTT5-1	ENST00000374434
NX_Q5VTT5-3	ENST00000338909
NX_Q5VTU8-1	ENST00000381026
NX_Q5VTY9-1	ENST00000261458
NX_Q5VTY9-1	ENST00000367010
NX_Q5VTY9-1	ENST00000413764
NX_Q5VTY9-4	ENST00000545781
NX_Q5VTY9-5	ENST00000537898
NX_Q5VTY9-6	ENST00000541565
NX_Q5VTY9-7	ENST00000545154
NX_Q5VU13-1	ENST00000368100
NX_Q5VU36-1	ENST00000437823
NX_Q5VU43-11	ENST00000369347
NX_Q5VU43-1	ENST00000369354
NX_Q5VU43-2	ENST00000313431
NX_Q5VU43-3	ENST00000618462
NX_Q5VU43-4	ENST00000369356
NX_Q5VU43-6	ENST00000369349
NX_Q5VU43-7	ENST00000369351
NX_Q5VU43-8	ENST00000530472
NX_Q5VU57-1	ENST00000371839
NX_Q5VU65-1	ENST00000368559
NX_Q5VU65-2	ENST00000271854
NX_Q5VU69-1	ENST00000368525
NX_Q5VU92-1	ENST00000371126
NX_Q5VU97-2	ENST00000290039
NX_Q5VU97-2	ENST00000470527
NX_Q5VU97-2	ENST00000495994
NX_Q5VUA4-1	ENST00000361428
NX_Q5VUA4-2	ENST00000605935
NX_Q5VUB5-1	ENST00000378116
NX_Q5VUD6-1	ENST00000371692
NX_Q5VUD6-2	ENST00000371691
NX_Q5VUD6-2	ENST00000371692
NX_Q5VUE5-1	ENST00000367393
NX_Q5VUG0-1	ENST00000361972
NX_Q5VUG0-1	ENST00000397167
NX_Q5VUJ6-1	ENST00000317135
NX_Q5VUJ6-2	ENST00000538422
NX_Q5VUJ9-1	ENST00000366522
NX_Q5VUJ9-2	ENST00000366523
NX_Q5VUJ9-3	ENST00000447569
NX_Q5VUM1-1	ENST00000370474
NX_Q5VUR7-1	ENST00000611388
NX_Q5VUY0-1	ENST00000359318
NX_Q5VUY2-1	ENST00000376221
NX_Q5VV11-1	ENST00000305709
NX_Q5VV16-1	ENST00000377420
NX_Q5VV17-1	ENST00000376495
NX_Q5VV41-1	ENST00000378378
NX_Q5VV41-2	ENST00000378371
NX_Q5VV41-2	ENST00000378373
NX_Q5VV41-2	ENST00000378378
NX_Q5VV42-1	ENST00000274695
NX_Q5VV42-1	ENST00000378610
NX_Q5VV42-3	ENST00000613575
NX_Q5VV43-1	ENST00000378214
NX_Q5VV43-1	ENST00000543707
NX_Q5VV43-2	ENST00000535378
NX_Q5VV43-3	ENST00000378214
NX_Q5VV43-3	ENST00000430948
NX_Q5VV43-3	ENST00000535378
NX_Q5VV43-3	ENST00000543707
NX_Q5VV43-4	ENST00000537886
NX_Q5VV52-2	ENST00000372502
NX_Q5VV52-2	ENST00000372504
NX_Q5VV52-2	ENST00000372506
NX_Q5VV52-2	ENST00000372507
NX_Q5VV52-2	ENST00000372508
NX_Q5VV52-2	ENST00000630961
NX_Q5VV52-3	ENST00000372502
NX_Q5VV52-3	ENST00000372506
NX_Q5VV63-1	ENST00000355044
NX_Q5VV63-2	ENST00000609571
NX_Q5VV67-1	ENST00000278070
NX_Q5VVB8-1	ENST00000368143
NX_Q5VVB8-1	ENST00000438392
NX_Q5VVC0-1	ENST00000370375
NX_Q5VVH5-1	ENST00000369940
NX_Q5VVJ2-1	ENST00000472487
NX_Q5VVJ2-2	ENST00000472487
NX_Q5VVJ2-3	ENST00000472487
NX_Q5VVJ2-3	ENST00000622766
NX_Q5VVM6-1	ENST00000340612
NX_Q5VVM6-1	ENST00000342022
NX_Q5VVM6-1	ENST00000428554
NX_Q5VVM6-2	ENST00000507855
NX_Q5VVP1-1	ENST00000332857
NX_Q5VVQ6-1	ENST00000315927
NX_Q5VVQ6-2	ENST00000367084
NX_Q5VVS0-1	ENST00000439004
NX_Q5VVW2-1	ENST00000373387
NX_Q5VVW2-4	ENST00000373387
NX_Q5VVW2-4	ENST00000435213
NX_Q5VVW2-4	ENST00000481242
NX_Q5VVW2-4	ENST00000496711
NX_Q5VVW2-5	ENST00000435213
NX_Q5VVX9-1	ENST00000611228
NX_Q5VVX9-2	ENST00000371076
NX_Q5VVY1-1	ENST00000439373
NX_Q5VW00-1	ENST00000360028
NX_Q5VW22-1	ENST00000374056
NX_Q5VW22-2	ENST00000412531
NX_Q5VW32-1	ENST00000340934
NX_Q5VW32-2	ENST00000539697
NX_Q5VW32-2	ENST00000612948
NX_Q5VW36-1	ENST00000338382
NX_Q5VW36-1	ENST00000380249
NX_Q5VW38-1	ENST00000372406
NX_Q5VW38-1	ENST00000610997
NX_Q5VW38-2	ENST00000347136
NX_Q5VWC8-1	ENST00000495827
NX_Q5VWG9-1	ENST00000344293
NX_Q5VWI1-1	ENST00000368642
NX_Q5VWJ9-1	ENST00000374232
NX_Q5VWK0-1	ENST00000294652
NX_Q5VWK0-1	ENST00000495380
NX_Q5VWK0-2	ENST00000370040
NX_Q5VWK5-1	ENST00000347310
NX_Q5VWK5-2	ENST00000347310
NX_Q5VWK5-2	ENST00000637002
NX_Q5VWK5-6	ENST00000425614
NX_Q5VWK5-7	ENST00000347310
NX_Q5VWK5-7	ENST00000395227
NX_Q5VWK5-7	ENST00000425614
NX_Q5VWK5-7	ENST00000473881
NX_Q5VWK5-7	ENST00000637002
NX_Q5VWM3-1	ENST00000624297
NX_Q5VWM4-1	ENST00000357367
NX_Q5VWM4-1	ENST00000614831
NX_Q5VWM4-1	ENST00000621519
NX_Q5VWM5-1	ENST00000376152
NX_Q5VWN6-1	ENST00000328090
NX_Q5VWP2-1	ENST00000369448
NX_Q5VWP3-1	ENST00000274897
NX_Q5VWP3-2	ENST00000370876
NX_Q5VWP3-3	ENST00000502396
NX_Q5VWP3-4	ENST00000514921
NX_Q5VWQ0-1	ENST00000261441
NX_Q5VWQ0-1	ENST00000612242
NX_Q5VWQ8-1	ENST00000408936
NX_Q5VWQ8-2	ENST00000309989
NX_Q5VWQ8-2	ENST00000408936
NX_Q5VWQ8-3	ENST00000259371
NX_Q5VWQ8-3	ENST00000373782
NX_Q5VWQ8-4	ENST00000259371
NX_Q5VWQ8-4	ENST00000373782
NX_Q5VWQ8-5	ENST00000259371
NX_Q5VWT5-1	ENST00000343433
NX_Q5VWT5-2	ENST00000484327
NX_Q5VWW1-1	ENST00000298943
NX_Q5VWW1-3	ENST00000619991
NX_Q5VWX1-1	ENST00000281156
NX_Q5VWZ2-1	ENST00000366928
NX_Q5VWZ2-2	ENST00000366927
NX_Q5VX52-2	ENST00000490879
NX_Q5VX52-4	ENST00000431031
NX_Q5VX71-1	ENST00000343846
NX_Q5VX71-1	ENST00000366878
NX_Q5VX71-3	ENST00000344029
NX_Q5VXD3-1	ENST00000370671
NX_Q5VXD3-2	ENST00000370673
NX_Q5VXD3-4	ENST00000370668
NX_Q5VXD3-4	ENST00000370669
NX_Q5VXD3-4	ENST00000370670
NX_Q5VXD3-4	ENST00000370671
NX_Q5VXD3-4	ENST00000370673
NX_Q5VXD3-4	ENST00000394834
NX_Q5VXH4-1	ENST00000376189
NX_Q5VXH4-1	ENST00000415464
NX_Q5VXH5-1	ENST00000330881
NX_Q5VXH5-1	ENST00000616979
NX_Q5VXI9-1	ENST00000404459
NX_Q5VXJ0-1	ENST00000404190
NX_Q5VXM1-1	ENST00000371330
NX_Q5VXT5-1	ENST00000369872
NX_Q5VXU1-1	ENST00000368417
NX_Q5VXU1-2	ENST00000368416
NX_Q5VXU1-3	ENST00000545433
NX_Q5VXU3-1	ENST00000373502
NX_Q5VXU3-1	ENST00000498407
NX_Q5VXU3-2	ENST00000373504
NX_Q5VXU9-1	ENST00000318737
NX_Q5VXU9-1	ENST00000374287
NX_Q5VXU9-2	ENST00000374283
NX_Q5VXU9-3	ENST00000394779
NX_Q5VY09-1	ENST00000367577
NX_Q5VY43-1	ENST00000292357
NX_Q5VY43-1	ENST00000338302
NX_Q5VY80-1	ENST00000286380
NX_Q5VY80-1	ENST00000367341
NX_Q5VYJ5-1	ENST00000454679
NX_Q5VYM1-1	ENST00000312292
NX_Q5VYM1-2	ENST00000421362
NX_Q5VYM1-3	ENST00000354479
NX_Q5VYP0-1	ENST00000428649
NX_Q5VYS4-1	ENST00000380482
NX_Q5VYS8-1	ENST00000375963
NX_Q5VYS8-3	ENST00000277141
NX_Q5VYS8-4	ENST00000375960
NX_Q5VYV0-1	ENST00000376708
NX_Q5VYV7-1	ENST00000334534
NX_Q5VYX0-1	ENST00000331772
NX_Q5VYX0-2	ENST00000371947
NX_Q5VYY1-1	ENST00000371930
NX_Q5VYY2-1	ENST00000404743
NX_Q5VYY2-2	ENST00000539337
NX_Q5VZ03-1	ENST00000375854
NX_Q5VZ03-3	ENST00000375855
NX_Q5VZ18-1	ENST00000304760
NX_Q5VZ19-1	ENST00000368480
NX_Q5VZ19-2	ENST00000368482
NX_Q5VZ46-1	ENST00000367588
NX_Q5VZ46-2	ENST00000367587
NX_Q5VZ46-2	ENST00000367588
NX_Q5VZ52-1	ENST00000373764
NX_Q5VZ66-1	ENST00000298622
NX_Q5VZ66-2	ENST00000477275
NX_Q5VZ72-1	ENST00000543880
NX_Q5VZ89-1	ENST00000602925
NX_Q5VZ89-3	ENST00000380427
NX_Q5VZ89-4	ENST00000361024
NX_Q5VZ89-4	ENST00000380437
NX_Q5VZ89-4	ENST00000434457
NX_Q5VZ89-4	ENST00000494124
NX_Q5VZ89-4	ENST00000602925
NX_Q5VZB9-1	ENST00000325870
NX_Q5VZE5-1	ENST00000361671
NX_Q5VZE5-2	ENST00000376040
NX_Q5VZF2-1	ENST00000376673
NX_Q5VZF2-2	ENST00000345429
NX_Q5VZF2-3	ENST00000343600
NX_Q5VZF2-3	ENST00000397601
NX_Q5VZI3-1	ENST00000288502
NX_Q5VZI3-3	ENST00000374049
NX_Q5VZK9-1	ENST00000329474
NX_Q5VZL5-1	ENST00000314607
NX_Q5VZL5-3	ENST00000314607
NX_Q5VZL5-4	ENST00000314607
NX_Q5VZM2-1	ENST00000262850
NX_Q5VZM2-2	ENST00000374941
NX_Q5VZP5-1	ENST00000271385
NX_Q5VZP5-1	ENST00000361200
NX_Q5VZP5-1	ENST00000443333
NX_Q5VZQ5-1	ENST00000368821
NX_Q5VZR2-1	ENST00000372322
NX_Q5VZR2-2	ENST00000354649
NX_Q5VZR4-1	ENST00000375223
NX_Q5VZT2-1	ENST00000534331
NX_Q5VZT2-2	ENST00000529198
NX_Q5VZV1-1	ENST00000267273
NX_Q5VZY2-1	ENST00000398250
NX_Q5VZY2-3	ENST00000369073
NX_Q5VZY2-3	ENST00000398250
NX_Q5W041-2	ENST00000298032
NX_Q5W041-3	ENST00000409049
NX_Q5W041-4	ENST00000409983
NX_Q5W064-1	ENST00000371939
NX_Q5W0A0-1	ENST00000298738
NX_Q5W0B1-1	ENST00000282003
NX_Q5W0B7-1	ENST00000377495
NX_Q5W0N0-1	ENST00000377024
NX_Q5W0N0-2	ENST00000424431
NX_Q5W0Q7-1	ENST00000255304
NX_Q5W0Q7-2	ENST00000255304
NX_Q5W0Q7-2	ENST00000614860
NX_Q5W0U4-1	ENST00000374183
NX_Q5W0U4-2	ENST00000462085
NX_Q5W0V3-1	ENST00000369248
NX_Q5W0V3-2	ENST00000369250
NX_Q5W0Z9-1	ENST00000400590
NX_Q5W0Z9-1	ENST00000415724
NX_Q5W0Z9-3	ENST00000382466
NX_Q5W0Z9-4	ENST00000320220
NX_Q5W111-1	ENST00000361840
NX_Q5W111-2	ENST00000378195
NX_Q5W111-2	ENST00000613924
NX_Q5W150-1	ENST00000375670
NX_Q5W150-1	ENST00000375671
NX_Q5W186-1	ENST00000376971
NX_Q5W188-1	ENST00000376987
NX_Q5W5W9-2	ENST00000333527
NX_Q5W5W9-3	ENST00000470719
NX_Q5W5X9-1	ENST00000394132
NX_Q5W5X9-1	ENST00000394135
NX_Q5W5X9-1	ENST00000558663
NX_Q5W5X9-2	ENST00000394129
NX_Q5W5X9-3	ENST00000262074
NX_Q5W5X9-3	ENST00000459771
NX_Q5XG85-1	ENST00000377518
NX_Q5XG87-1	ENST00000230859
NX_Q5XG87-2	ENST00000230859
NX_Q5XG87-2	ENST00000631941
NX_Q5XG92-4	ENST00000535543
NX_Q5XG92-4	ENST00000540579
NX_Q5XG92-5	ENST00000540947
NX_Q5XG92-6	ENST00000540579
NX_Q5XG92-7	ENST00000535696
NX_Q5XG99-1	ENST00000409796
NX_Q5XG99-2	ENST00000344791
NX_Q5XKE5-1	ENST00000330553
NX_Q5XKK7-1	ENST00000357635
NX_Q5XKK7-1	ENST00000563119
NX_Q5XKK7-3	ENST00000563069
NX_Q5XKL5-1	ENST00000342818
NX_Q5XKL5-2	ENST00000370382
NX_Q5XKP0-1	ENST00000309324
NX_Q5XKR4-1	ENST00000306422
NX_Q5XKR9-1	ENST00000358460
NX_Q5XKR9-2	ENST00000332132
NX_Q5XKR9-3	ENST00000425133
NX_Q5XKR9-4	ENST00000477847
NX_Q5XKR9-5	ENST00000472571
NX_Q5XKR9-6	ENST00000489298
NX_Q5XLA6-1	ENST00000375707
NX_Q5XPI4-1	ENST00000327697
NX_Q5XUX0-1	ENST00000311635
NX_Q5XUX1-2	ENST00000587955
NX_Q5XUX1-3	ENST00000393261
NX_Q5XX13-1	ENST00000395665
NX_Q5XX13-2	ENST00000308799
NX_Q5XX13-3	ENST00000301938
NX_Q5XXA6-1	ENST00000355303
NX_Q5XXA6-2	ENST00000530676
NX_Q5XXA6-3	ENST00000316296
NX_Q5YKI7-1	ENST00000374458
NX_Q5YKI7-2	ENST00000618642
NX_Q5ZPR3-1	ENST00000318443
NX_Q5ZPR3-2	ENST00000318424
NX_Q5ZPR3-2	ENST00000564751
NX_Q5ZPR3-4	ENST00000561213
NX_Q60I27-1	ENST00000318962
NX_Q60I27-1	ENST00000415953
NX_Q60I27-2	ENST00000318962
NX_Q60I27-2	ENST00000415953
NX_Q60I27-3	ENST00000318962
NX_Q60I27-3	ENST00000415953
NX_Q60I27-5	ENST00000318962
NX_Q60I27-5	ENST00000383742
NX_Q60I27-5	ENST00000415953
NX_Q60I27-5	ENST00000423707
NX_Q60I27-5	ENST00000431015
NX_Q60I27-5	ENST00000434140
NX_Q60I27-5	ENST00000450172
NX_Q60I27-5	ENST00000486301
NX_Q60I27-6	ENST00000318962
NX_Q60I27-6	ENST00000383742
NX_Q60I27-6	ENST00000415953
NX_Q629K1-1	ENST00000378861
NX_Q629K1-1	ENST00000518748
NX_Q629K1-1	ENST00000519969
NX_Q629K1-1	ENST00000520430
NX_Q629K1-1	ENST00000520686
NX_Q629K1-1	ENST00000521617
NX_Q629K1-1	ENST00000521988
NX_Q629K1-1	ENST00000524107
NX_Q629K1-1	ENST00000537541
NX_Q63HK3-1	ENST00000328086
NX_Q63HK3-2	ENST00000565590
NX_Q63HK5-1	ENST00000240587
NX_Q63HM1-1	ENST00000409257
NX_Q63HM1-2	ENST00000327898
NX_Q63HM2-1	ENST00000406854
NX_Q63HM9-1	ENST00000328457
NX_Q63HM9-1	ENST00000377801
NX_Q63HN1-1	ENST00000399773
NX_Q63HN1-1	ENST00000455647
NX_Q63HN8-4	ENST00000508628
NX_Q63HN8-5	ENST00000319921
NX_Q63HN8-6	ENST00000427003
NX_Q63HQ0-1	ENST00000274000
NX_Q63HQ0-2	ENST00000309703
NX_Q63HQ2-1	ENST00000354891
NX_Q63HQ2-2	ENST00000322350
NX_Q63HQ2-3	ENST00000322350
NX_Q63HQ2-3	ENST00000336740
NX_Q63HQ2-3	ENST00000397202
NX_Q63HQ2-4	ENST00000336740
NX_Q63HQ2-5	ENST00000322350
NX_Q63HQ2-5	ENST00000336740
NX_Q63HQ2-5	ENST00000354891
NX_Q63HQ2-5	ENST00000397202
NX_Q63HQ2-5	ENST00000397210
NX_Q63HQ2-5	ENST00000506135
NX_Q63HQ2-5	ENST00000514476
NX_Q63HR2-1	ENST00000314250
NX_Q63HR2-2	ENST00000546602
NX_Q63HR2-4	ENST00000314276
NX_Q63HR2-5	ENST00000314250
NX_Q63HR2-5	ENST00000314276
NX_Q63HR2-5	ENST00000379902
NX_Q63HR2-6	ENST00000552570
NX_Q63ZE4-1	ENST00000332793
NX_Q63ZE4-2	ENST00000533483
NX_Q63ZY3-1	ENST00000586659
