biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P22626	C	canonical	  1.000	  1.000	5	  1.469	5	7	7p15.2	26229547	26240366	-			P22626	1033	3				ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q7Z4R8	C	canonical	  1.000	  1.000	9	  8.812	3	6	6q27	170102257	170106401	+			Q7Z4R8	1034	3				CF120_HUMAN UPF0669 protein C6orf120 OS=Homo sapiens GN=C6orf120 PE=1 SV=1 CONCAT=6	Homo sapiens
Q06828	C	canonical	  1.000	  1.000	6	  2.073	4	1	1q32.1	203309756	203320617	-			Q06828	1035	3				FMOD_HUMAN Fibromodulin OS=Homo sapiens GN=FMOD PE=1 SV=2 CONCAT=6	Homo sapiens
Q8TCZ2-2	C	canonical	  1.000	  1.000	9	  5.287	6	X	Xq28	0	0	 			Q8TCZ2-2	1036	10				C99L2_HUMAN Isoform 2 of CD99 antigen-like protein 2 OS=Homo sapiens GN=CD99L2	Homo sapiens
Q9UI12	C	canonical	  1.000	  1.000	6	  1.356	3	8	8q11.23	54628117	54756118	-			Q9UI12	1037	5				VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1 CONCAT=1	Homo sapiens
P39060	C	canonical	  1.000	  1.000	183	 15.357	27	21	21q22.3	0	0	 			P39060	1038	7				COIA1_HUMAN Collagen alpha-1(XVIII) chain OS=Homo sapiens GN=COL18A1 PE=1 SV=5 CONCAT=17	Homo sapiens
Q99536	C	canonical	  1.000	  1.000	12	  4.147	6	17	17q21.31	41166622	41174435	-			Q99536	1039	10				VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2 CONCAT=2	Homo sapiens
P50570	C	canonical	  1.000	  1.000	6	  0.734	5	19	19p13.2	10828839	10942571	+			P50570	1040	22				DYN2_HUMAN Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2 CONCAT=27	Homo sapiens
Q16718	C	canonical	  1.000	  1.000	3	  3.525	2	7	7q31.32	123181083	123198309	-			Q16718	1041	5				NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5 PE=1 SV=3 CONCAT=2	Homo sapiens
Q13508	C	canonical	  0.034	  1.000	9	  2.403	7	4	4q21.1	76932353	77033955	+			Q13508	1042	12				NAR3_HUMAN Ecto-ADP-ribosyltransferase 3 OS=Homo sapiens GN=ART3 PE=1 SV=2 CONCAT=11	Homo sapiens
P07108	C	canonical	  1.000	  1.000	10	 14.686	6	2	2q12-q21	0	0	 			P07108	1043	8				ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens GN=DBI PE=1 SV=2 CONCAT=5	Homo sapiens
P13796	C	canonical	  1.000	  1.000	15	  2.259	14	13	13q14.13	46700061	46756459	-			P13797	1044	17				PLSL_HUMAN Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6 CONCAT=6	Homo sapiens
P13797	C	canonical	  1.000	  1.000	32	  4.699	20	X	Xq23	114795509	114885177	+			P13797	1044	17				PLST_HUMAN Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4 CONCAT=3	Homo sapiens
Q14651	C	canonical	  1.000	  1.000	10	  1.632	4	3	3q23	142342228	142432501	+			P13797	1044	17				PLSI_HUMAN Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2 CONCAT=3	Homo sapiens
P00739	C	canonical	  1.000	  1.000	257	 71.891	31	16	16q22.2	72107675	72110980	+			P00739	1045	25				HPTR_HUMAN Haptoglobin-related protein OS=Homo sapiens GN=HPR PE=1 SV=2 CONCAT=15	Homo sapiens
P54289	C	canonical	  1.000	  1.000	16	  1.593	12	7	7q21.11	81579418	82073031	-			P54289	1046	9				CA2D1_HUMAN Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3 CONCAT=10	Homo sapiens
P01111	C	canonical	  1.000	  1.000	27	 15.861	10	1	1p13.2	115247090	115259515	-			P62834	1047	36				RASN_HUMAN GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1 CONCAT=14	Homo sapiens
P01112	C	canonical	  1.000	  1.000	25	 14.686	9	11	11p15.5	532376	535534	-			P62834	1047	36				RASH_HUMAN GTPase HRas OS=Homo sapiens GN=HRAS PE=1 SV=1 CONCAT=33	Homo sapiens
P01116-2	C	canonical	  1.000	  1.000	22	 14.360	8	12	12p12.1	25362365	25403737	-			P62834	1047	36				RASK_HUMAN Isoform 2B of GTPase KRas OS=Homo sapiens GN=KRAS	Homo sapiens
P62834	C	canonical	  1.000	  1.000	114	 66.968	14	1	1p13.2	112084840	112255735	+			P62834	1047	36				RAP1A_HUMAN Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1 CONCAT=4	Homo sapiens
P62854	C	canonical	  1.000	  1.000	4	  4.699	2	12	12q13.2	56435637	56438116	+			P62854	1048	4				RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens GN=RPS26 PE=1 SV=3 CONCAT=5	Homo sapiens
P06744	C	canonical	  1.000	  1.000	64	 13.924	13	19	19q13.11	34855931	34891233	+			P06744	1049	13				G6PI_HUMAN Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4 CONCAT=29	Homo sapiens
Q8IV08	C	canonical	  1.000	  1.000	59	 17.329	11	19	19q13.2	40854607	40884390	+			Q8IV08	1050	7				PLD3_HUMAN Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1 CONCAT=1	Homo sapiens
O15540	C	canonical	  1.000	  1.000	3	  2.518	3	6	6q22.31	123100620	123105219	+			O15540	1051	3				FABP7_HUMAN Fatty acid-binding protein, brain OS=Homo sapiens GN=FABP7 PE=1 SV=3 CONCAT=3	Homo sapiens
Q14204	C	canonical	  1.000	  1.000	30	  0.670	18	14	14q32.31	102430865	102517128	+			Q14204	1052	2				DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5 CONCAT=26	Homo sapiens
Q14697	C	canonical	  1.000	  1.000	13	  1.591	8	11	11q12.3	62392298	62414087	-			Q14697	1053	7				GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3 CONCAT=9	Homo sapiens
P14324	C	canonical	  1.000	  1.000	4	  1.237	4	1	1q22	155278707	155290456	+			P14324	1054	5				FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens GN=FDPS PE=1 SV=4 CONCAT=3	Homo sapiens
P11717	C	canonical	  1.000	  1.000	24	  1.084	18	6	6q25.3	160390131	160527583	+			P11717	1055	3				MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3 CONCAT=30	Homo sapiens
P05089	C	canonical	  1.000	  1.000	8	  2.611	6	6	6q23.2	131894365	131905465	+			P05089	1056	3				ARGI1_HUMAN Arginase-1 OS=Homo sapiens GN=ARG1 PE=1 SV=2 CONCAT=6	Homo sapiens
Q02747	C	canonical	  0.053	  1.000	49	 57.569	11	1	1p34.2	42628362	42630389	-			Q02747	1057	2				GUC2A_HUMAN Guanylin OS=Homo sapiens GN=GUCA2A PE=1 SV=2 CONCAT=10	Homo sapiens
P17900	C	canonical	  0.098	  1.000	258	151.558	21	5	5q33.1	150632453	150650001	+			P17900	1058	5				SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4 CONCAT=20	Homo sapiens
Q6UY11	C	canonical	  1.000	  1.000	9	  3.304	3	6	6p21.1	43418092	43424370	-			Q6UY11	1059	5				DLK2_HUMAN Protein delta homolog 2 OS=Homo sapiens GN=DLK2 PE=2 SV=1 CONCAT=7	Homo sapiens
P60709	C	canonical	  1.000	  1.000	1684	494.620	53	7	7p12-p15	0	0	 			P60709	1060	97				ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1 CONCAT=9	Homo sapiens
P61160	C	canonical	  1.000	  1.000	17	  6.658	9	2	2p14	65454887	65498387	+			P60709	1060	97				ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1 CONCAT=1	Homo sapiens
P61163	C	canonical	  1.000	  1.000	8	  2.473	6	10	10q24.32	104238986	104262468	-			P60709	1060	97				ACTZ_HUMAN Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1 CONCAT=1	Homo sapiens
Q14764	C	canonical	  1.000	  1.000	12	  1.500	6	16	16p11.2	29831729	29859355	+			Q14764	1061	12				MVP_HUMAN Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4 CONCAT=4	Homo sapiens
Q7Z3B1	C	canonical	  0.094	  1.000	113	 41.488	20	1	1p31.1	71861623	72748417	-			Q7Z3B1	1062	4				NEGR1_HUMAN Neuronal growth regulator 1 OS=Homo sapiens GN=NEGR1 PE=1 SV=3 CONCAT=10	Homo sapiens
P12110-2	C	canonical	  1.000	  1.000	15	  1.798	10	21	21q22.3	0	0	 			P12110-2	1063	6				CO6A2_HUMAN Isoform 2C2A of Collagen alpha-2(VI) chain OS=Homo sapiens GN=COL6A2	Homo sapiens
P20711	C	canonical	  1.000	  1.000	30	  7.049	13	7	7p12.1	50526134	50628751	-			P20711	1064	7				DDC_HUMAN Aromatic-L-amino-acid decarboxylase OS=Homo sapiens GN=DDC PE=1 SV=2 CONCAT=18	Homo sapiens
P54727	C	canonical	  1.000	  1.000	3	  1.037	3	9	9q31.2	110045560	110094475	+			P54727	1065	12				RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1 CONCAT=2	Homo sapiens
P60983	C	canonical	  1.000	  1.000	5	  3.671	3	14	14q22.2	54941203	54955914	-			P60983	1066	14				GMFB_HUMAN Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2 CONCAT=2	Homo sapiens
P50454	C	canonical	  1.000	  1.000	5	  1.277	3	11	11q13.5	75273131	75283828	+			P50454	1067	14				SERPH_HUMAN Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2 CONCAT=8	Homo sapiens
P54760	C	canonical	  0.076	  1.000	64	  7.094	16	7	7q22.1	100400187	100425121	-			P54760	1068	4				EPHB4_HUMAN Ephrin type-B receptor 4 OS=Homo sapiens GN=EPHB4 PE=1 SV=2 CONCAT=15	Homo sapiens
P19823	C	canonical	  1.000	  1.000	105	 11.638	31	10	10p14	7745232	7791483	+			P19823	1069	5				ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2 CONCAT=16	Homo sapiens
P08118	C	canonical	  0.019	  1.000	20	 39.162	4	10	10q11.23	51549553	51562511	+			P08118	1070	3				MSMB_HUMAN Beta-microseminoprotein OS=Homo sapiens GN=MSMB PE=1 SV=1 CONCAT=19	Homo sapiens
P55072	C	canonical	  1.000	  1.000	30	  3.916	16	9	9p13.3	35056061	35073246	-			P55072	1071	3				TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4 CONCAT=11	Homo sapiens
P37173-2	C	canonical	  1.000	  1.000	5	  0.839	2	3	3p24.1	30647994	30735626	+			P37173-2	1072	2				TGFR2_HUMAN Isoform 2 of TGF-beta receptor type-2 OS=Homo sapiens GN=TGFBR2	Homo sapiens
Q86VB7	C	canonical	  1.000	  1.000	3	  0.309	3	12	12p13.31	7623409	7656489	-			Q86VB7	1073	6				C163A_HUMAN Scavenger receptor cysteine-rich type 1 protein M130 OS=Homo sapiens GN=CD163 PE=1 SV=2 CONCAT=6	Homo sapiens
Q96J84	C	canonical	  1.000	  1.000	22	  3.401	9	1	1q23.1	157963400	158065443	+			Q96J84	1074	6				KIRR1_HUMAN Kin of IRRE-like protein 1 OS=Homo sapiens GN=KIRREL PE=1 SV=2 CONCAT=7	Homo sapiens
O15031	C	canonical	  1.000	  1.000	5	  0.316	4	22	22q13.33	50713408	50746017	-			O15031	1075	3				PLXB2_HUMAN Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3 CONCAT=8	Homo sapiens
Q6NVY1	C	canonical	  1.000	  1.000	3	  0.705	3	2	2q32.2	191069360	191184771	-			Q6NVY1	1076	5				HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2 CONCAT=6	Homo sapiens
O00159	C	canonical	  0.153	  1.000	113	 11.251	35	17	17p13.3	1367392	1396106	-			O43795	1077	27				MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4 CONCAT=3	Homo sapiens
O43795	C	canonical	  1.000	  1.000	16	  1.492	9	2	2q32.3	192110254	192290115	+			O43795	1077	27				MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3 CONCAT=4	Homo sapiens
Q86T13	C	canonical	  1.000	  1.000	65	 14.686	18	14	14q21.1	38723308	38725574	-			Q86T13	1078	4				CLC14_HUMAN C-type lectin domain family 14 member A OS=Homo sapiens GN=CLEC14A PE=1 SV=1 CONCAT=6	Homo sapiens
Q92520	C	canonical	  1.000	  1.000	102	 46.091	15	7	7q31.31	120988905	121036388	-			Q92520	1079	4				FAM3C_HUMAN Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1 CONCAT=6	Homo sapiens
O75369	C	canonical	  1.000	  1.000	59	  2.390	21	3	3p14.3	0	0	 			P21333	1080	23		ker	Ig	FLNB_HUMAN Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2 CONCAT=28	Homo sapiens
P21333	C	canonical	  1.000	  1.000	110	  4.583	37	X	Xq28	153576894	153599651	-			P21333	1080	23		ker	Ig	FLNA_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4 CONCAT=42	Homo sapiens
P08473	C	canonical	  1.000	  1.000	446	 60.929	43	3	3q25.2	154798188	154898277	+			P08473	1081	13				NEP_HUMAN Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2 CONCAT=2	Homo sapiens
P27487	C	canonical	  1.000	  1.000	703	 96.039	43	2	2q24.2	162848751	162931052	-			P27487	1082	4				DPP4_HUMAN Dipeptidyl peptidase 4 OS=Homo sapiens GN=DPP4 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9Y2A7	C	canonical	  1.000	  1.000	7	  0.633	5	2	2q32.1	183789605	183903586	-			Q9Y2A7	1083	4				NCKP1_HUMAN Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1 PE=1 SV=1 CONCAT=2	Homo sapiens
P07357	C	canonical	  0.039	  1.000	12	  2.518	8	1	1p32.2	57320479	57383894	+			P07357	1084	2				CO8A_HUMAN Complement component C8 alpha chain OS=Homo sapiens GN=C8A PE=1 SV=2 CONCAT=16	Homo sapiens
P21964	C	canonical	  1.000	  1.000	8	  3.133	3	22	22q11.21	19929130	19957498	+			P21964	1085	5				COMT_HUMAN Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2 CONCAT=7	Homo sapiens
P00491	C	canonical	  1.000	  1.000	122	 39.815	18	14	14q11.2	20937538	20945253	+			P00491	1086	6				PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2 CONCAT=7	Homo sapiens
Q92845	C	canonical	  1.000	  1.000	14	  2.284	5	1	1q24.2	169890467	170043836	-			Q92845	1087	4				KIFA3_HUMAN Kinesin-associated protein 3 OS=Homo sapiens GN=KIFAP3 PE=1 SV=2 CONCAT=2	Homo sapiens
P32004	C	canonical	  1.000	  1.000	14	  1.326	8	X	Xq28	153128003	153141302	-			P32004	1088	12				L1CAM_HUMAN Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM PE=1 SV=2 CONCAT=60	Homo sapiens
P30050	C	canonical	  1.000	  1.000	3	  1.958	2	9	9q33.3	130209953	130213684	-			P30050	1089	2				RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1 CONCAT=1	Homo sapiens
P34913	C	canonical	  1.000	  1.000	8	  1.566	4	8	8p12-p21	0	0	 			Q96IU4	1090	15				HYES_HUMAN Bifunctional epoxide hydrolase 2 OS=Homo sapiens GN=EPHX2 PE=1 SV=2 CONCAT=12	Homo sapiens
Q96IU4	C	canonical	  1.000	  1.000	109	 58.209	10	3	3p21.2	52002569	52008082	-			Q96IU4	1090	15				ABHEB_HUMAN Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1 CONCAT=2	Homo sapiens
P47755	C	canonical	  1.000	  1.000	22	  9.941	7	7	7q31.2	116502527	116562103	+			P47755	1091	6				CAZA2_HUMAN F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3 CONCAT=2	Homo sapiens
O96033	C	canonical	  1.000	  1.000	10	  9.791	5	5	5q11.2	52391509	52405601	-			O96033	1092	2				MOC2A_HUMAN Molybdopterin synthase sulfur carrier subunit OS=Homo sapiens GN=MOCS2 PE=1 SV=1 CONCAT=4	Homo sapiens
P12109	C	canonical	  0.268	  1.000	1576	174.679	63	21	21q22.3	47401651	47424964	+			P12109	1093	19				CO6A1_HUMAN Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=3 CONCAT=23	Homo sapiens
P05204	C	canonical	  1.000	  1.000	7	 13.707	2	1	1p36.11	26799010	26802463	+			P05204	1094	6				HMGN2_HUMAN Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3 CONCAT=4	Homo sapiens
P28074	C	canonical	  1.000	  1.000	5	  1.958	3	14	14q11.2	0	0	 			P28074	1095	4				PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3 CONCAT=7	Homo sapiens
O43488	C	canonical	  1.000	  1.000	34	 10.512	7	1	1p36.13	19630459	19638640	-			O95154	1096	12				ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3 CONCAT=8	Homo sapiens
O95154	C	canonical	  1.000	  1.000	70	 25.700	9	1	1p36.13	19609052	19615744	-			O95154	1096	12				ARK73_HUMAN Aflatoxin B1 aldehyde reductase member 3 OS=Homo sapiens GN=AKR7A3 PE=1 SV=2 CONCAT=4	Homo sapiens
Q8NHP1		canonical	  0.027	  1.000	31	 11.382	6	1	1p36.13	19592478	19600568	-			O95154	1096	12				ARK74_HUMAN Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6 CONCAT=3	Homo sapiens
P04003	C	canonical	  1.000	  1.000	7	  1.246	7	1	1q32.2	207277607	207318317	+			P04003	1097	4				C4BPA_HUMAN C4b-binding protein alpha chain OS=Homo sapiens GN=C4BPA PE=1 SV=2 CONCAT=12	Homo sapiens
Q9NU53	C	canonical	  1.000	  1.000	8	  2.136	4	6	6q25.1	149887430	149912884	+			Q9NU53	1098	4				GINM1_HUMAN Glycoprotein integral membrane protein 1 OS=Homo sapiens GN=GINM1 PE=2 SV=1 CONCAT=6	Homo sapiens
Q08211	C	canonical	  1.000	  1.000	3	  0.263	3	1	1q25.3	182808504	182856886	+			Q08211	1099	2				DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4 CONCAT=2	Homo sapiens
O00391	C	canonical	  1.000	  1.000	349	 44.568	37	1	1q25.2	180124032	180167169	+			O00391	1100	5				QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3 CONCAT=13	Homo sapiens
Q9NP85	C	canonical	  1.000	  1.000	12	  3.357	6	1	1q25.2	179519674	179545068	-			Q9NP85	1101	2				PODO_HUMAN Podocin OS=Homo sapiens GN=NPHS2 PE=1 SV=1 CONCAT=8	Homo sapiens
Q9NP79	C	canonical	  1.000	  1.000	89	 40.217	11	6	6q24.1	142468367	142545826	+			Q9NP79	1102	5				VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9P1F3	C	canonical	  1.000	  1.000	9	 17.623	3	6	6q24.1	139349819	139364439	+			Q9P1F3	1103	2				ABRAL_HUMAN Costars family protein ABRACL OS=Homo sapiens GN=ABRACL PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BXP8	C	canonical	  1.000	  1.000	87	  6.725	42	1	1q25.2	176432307	176660340	+			Q9BXP8	1104	2				PAPP2_HUMAN Pappalysin-2 OS=Homo sapiens GN=PAPPA2 PE=1 SV=4 CONCAT=11	Homo sapiens
Q07507	C	canonical	  0.085	  1.000	180	117.487	18	1	1q24.2	168664697	168698502	-			Q07507	1105	2				DERM_HUMAN Dermatopontin OS=Homo sapiens GN=DPT PE=2 SV=2 CONCAT=7	Homo sapiens
Q16832	C	canonical	  1.000	  1.000	10	  1.588	4	1	1q23.3	162602260	162750211	+			Q16832	1106	3				DDR2_HUMAN Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2 CONCAT=14	Homo sapiens
O95497	C	canonical	  1.000	  1.000	32	  7.230	12	6	6q23.2	133002729	133035188	-			O95497	1107	5				VNN1_HUMAN Pantetheinase OS=Homo sapiens GN=VNN1 PE=1 SV=2 CONCAT=20	Homo sapiens
O15400	C	canonical	  1.000	  1.000	3	  1.469	3	6	6q23.2	132782853	132834337	-			O15400	1108	3				STX7_HUMAN Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4 CONCAT=2	Homo sapiens
P02652	C	canonical	  0.098	  1.000	102	119.837	21	1	1q23.3	161192082	161193418	-			P02652	1109	7				APOA2_HUMAN Apolipoprotein A-II OS=Homo sapiens GN=APOA2 PE=1 SV=1 CONCAT=10	Homo sapiens
Q96NY8	C	canonical	  0.081	  1.000	119	 23.302	17	1	1q23.3	161040785	161059389	-			Q96NY8	1110	3				PVRL4_HUMAN Nectin-4 OS=Homo sapiens GN=PVRL4 PE=1 SV=1 CONCAT=9	Homo sapiens
Q9Y624	C	canonical	  0.053	  1.000	41	 15.053	11	1	1q23.3	160965001	160991138	-			Q9Y624	1111	5				JAM1_HUMAN Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=1 SV=1 CONCAT=6	Homo sapiens
P31415	C	canonical	  1.000	  1.000	8	  3.357	6	1	1q23.2	160160346	160171676	+			P31415	1112	5				CASQ1_HUMAN Calsequestrin-1 OS=Homo sapiens GN=CASQ1 PE=1 SV=3 CONCAT=7	Homo sapiens
P37802	C	canonical	  1.000	  1.000	36	 15.105	11	1	1q23.2	159888567	159894341	-			P37802	1113	4				TAGL2_HUMAN Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3 CONCAT=3	Homo sapiens
Q8N392	C	canonical	  1.000	  1.000	3	  0.410	3	6	6q22.33	129897277	130031370	-			Q8N392	1114	4				RHG18_HUMAN Rho GTPase-activating protein 18 OS=Homo sapiens GN=ARHGAP18 PE=1 SV=3 CONCAT=5	Homo sapiens
O43866	C	canonical	  1.000	  1.000	17	  5.256	7	1	1q23.1	157800704	157811588	-			O43866	1115	2				CD5L_HUMAN CD5 antigen-like OS=Homo sapiens GN=CD5L PE=1 SV=1 CONCAT=7	Homo sapiens
P29373	C	canonical	  1.000	  1.000	18	 13.217	7	1	1q23.1	156669548	156675539	-			P29373	1116	2				RABP2_HUMAN Cellular retinoic acid-binding protein 2 OS=Homo sapiens GN=CRABP2 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8NCW5	C	canonical	  1.000	  1.000	5	  1.728	3	1	1q23.1	156561554	156564091	+			Q8NCW5	1117	5				NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens GN=APOA1BP PE=1 SV=2 CONCAT=5	Homo sapiens
P02545	C	canonical	  1.000	  1.000	39	  5.455	26	1	1q21.2-q21.3	0	0	 			P02545	1118	13				LMNA_HUMAN Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1 CONCAT=143	Homo sapiens
P20827	C	canonical	  1.000	  1.000	7	  4.112	4	1	1q22	155100352	155107333	+			P20827	1119	2				EFNA1_HUMAN Ephrin-A1 OS=Homo sapiens GN=EFNA1 PE=1 SV=2 CONCAT=11	Homo sapiens
P33908	C	canonical	  1.000	  1.000	520	 89.843	39	6	6q22.31	119498374	119670926	-			P33908	1120	2				MA1A1_HUMAN Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Homo sapiens GN=MAN1A1 PE=1 SV=3 CONCAT=2	Homo sapiens
P29034	C	canonical	  0.016	  1.000	4	  4.699	3	1	1q21.3	153533584	153538341	-			P29034	1121	5				S10A2_HUMAN Protein S100-A2 OS=Homo sapiens GN=S100A2 PE=1 SV=3 CONCAT=1	Homo sapiens
P06703	C	canonical	  1.000	  1.000	21	 24.672	4	1	1q21.3	153507075	153508698	-			P06703	1122	2				S10A6_HUMAN Protein S100-A6 OS=Homo sapiens GN=S100A6 PE=1 SV=1 CONCAT=6	Homo sapiens
P07476	C	canonical	  1.000	  1.000	26	  4.492	15	1	1q21.3	152881021	152884362	+			P07476	1123	3				INVO_HUMAN Involucrin OS=Homo sapiens GN=IVL PE=1 SV=2 CONCAT=9	Homo sapiens
P20930	C	canonical	  1.000	  1.000	21	  0.556	17	1	1q21.3	152274651	152297679	-			P20930	1124	5				FILA_HUMAN Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3 CONCAT=53	Homo sapiens
Q86YZ3	C	canonical	  0.085	  1.000	46	  2.479	18	1	1q21.3	152184558	152196669	-			Q86YZ3	1125	2				HORN_HUMAN Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2 CONCAT=14	Homo sapiens
Q9H008	C	canonical	  1.000	  1.000	8	  3.916	2	10	10q26.13	126150412	126302710	+			Q9H008	1126	3				LHPP_HUMAN Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2 CONCAT=2	Homo sapiens
P25774	C	canonical	  1.000	  1.000	3	  1.101	3	1	1q21.3	150702672	150738433	-			P25774	1127	4				CATS_HUMAN Cathepsin S OS=Homo sapiens GN=CTSS PE=1 SV=3 CONCAT=11	Homo sapiens
Q16610	C	canonical	  1.000	  1.000	23	  4.358	16	1	1q21	0	0	 			Q16610	1128	4				ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2 CONCAT=11	Homo sapiens
Q15375	C	canonical	  1.000	  1.000	22	  2.637	7	6	6q16.1	0	0	 			Q15375	1129	17				EPHA7_HUMAN Ephrin type-A receptor 7 OS=Homo sapiens GN=EPHA7 PE=1 SV=3 CONCAT=12	Homo sapiens
Q5JZY3-2	C	canonical	  1.000	  1.000	22	  8.616	6	1	1p34.3	38225944	38230805	-			Q15375	1129	17				EPHAA_HUMAN Isoform 2 of Ephrin type-A receptor 10 OS=Homo sapiens GN=EPHA10	Homo sapiens
