NX_A0A075B6H9-1	ENSP00000374817
NX_Q8N6L0-1	ENSP00000404220
NX_Q8N6L1-1	ENSP00000295682
NX_Q8N6L1-2	ENSP00000295682
NX_Q8N6L7-1	ENSP00000366528
NX_Q8N6M0-1	ENSP00000285420
NX_Q8N6M0-1	ENSP00000384190
NX_Q8N6M0-1	ENSP00000483706
NX_Q8N6M0-2	ENSP00000428528
NX_Q8N6M0-2	ENSP00000481196
NX_Q8N6M3-1	ENSP00000380037
NX_Q8N6M5-2	ENSP00000252505
NX_Q8N6M6-1	ENSP00000364464
NX_Q8N6M6-2	ENSP00000297979
NX_Q8N6M6-3	ENSP00000277198
NX_Q8N6M8-1	ENSP00000307958
NX_Q8N6M9-1	ENSP00000314619
NX_Q8N6N2-1	ENSP00000311760
NX_Q8N6N3-1	ENSP00000419417
NX_Q8N6N3-2	ENSP00000345092
NX_Q8N6N6-1	ENSP00000478388
NX_Q8N6N7-1	ENSP00000367453
NX_Q8N6P7-1	ENSP00000270800
NX_Q8N6Q1-1	ENSP00000327234
NX_Q8N6Q1-2	ENSP00000454112
NX_Q8N6Q3-3	ENSP00000367251
NX_Q8N6Q8-1	ENSP00000248306
NX_Q8N6R0-1	ENSP00000356711
NX_Q8N6R0-3	ENSP00000354920
NX_Q8N6R0-3	ENSP00000355393
NX_Q8N6R0-5	ENSP00000354920
NX_Q8N6R1-1	ENSP00000368477
NX_Q8N6S4-1	ENSP00000359982
NX_Q8N6S4-2	ENSP00000262346
NX_Q8N6S5-1	ENSP00000315357
NX_Q8N6T0-4	ENSP00000432039
NX_Q8N6T3-1	ENSP00000359306
NX_Q8N6T3-2	ENSP00000314615
NX_Q8N6T3-3	ENSP00000359298
NX_Q8N6T3-4	ENSP00000427717
NX_Q8N6T3-4	ENSP00000443716
NX_Q8N6T3-5	ENSP00000430500
NX_Q8N6T3-5	ENSP00000449800
NX_Q8N6T7-1	ENSP00000337332
NX_Q8N6T7-2	ENSP00000305310
NX_Q8N6U8-1	ENSP00000271357
NX_Q8N6U8-1	ENSP00000356809
NX_Q8N6U8-1	ENSP00000356812
NX_Q8N6U8-1	ENSP00000441039
NX_Q8N6U8-3	ENSP00000271357
NX_Q8N6U8-3	ENSP00000356809
NX_Q8N6U8-3	ENSP00000356810
NX_Q8N6U8-3	ENSP00000356812
NX_Q8N6U8-3	ENSP00000437576
NX_Q8N6U8-3	ENSP00000441039
NX_Q8N6U8-3	ENSP00000444348
NX_Q8N6U8-4	ENSP00000437576
NX_Q8N6U8-5	ENSP00000444348
NX_Q8N6U8-6	ENSP00000441039
NX_Q8N6V4-1	ENSP00000363225
NX_Q8N6V4-2	ENSP00000363227
NX_Q8N6V4-4	ENSP00000363226
NX_Q8N6V4-4	ENSP00000437726
NX_Q8N6V9-1	ENSP00000342169
NX_Q8N6V9-2	ENSP00000342169
NX_Q8N6V9-2	ENSP00000438745
NX_Q8N6W0-1	ENSP00000292672
NX_Q8N6W0-2	ENSP00000443498
NX_Q8N6Y0-1	ENSP00000252597
NX_Q8N6Y0-2	ENSP00000469562
NX_Q8N6Y1-1	ENSP00000387250
NX_Q8N6Y2-1	ENSP00000344242
NX_Q8N6Y2-2	ENSP00000249377
NX_Q8N715-1	ENSP00000355840
NX_Q8N720-1	ENSP00000252713
NX_Q8N720-1	ENSP00000377718
NX_Q8N720-2	ENSP00000322363
NX_Q8N720-3	ENSP00000393876
NX_Q8N720-3	ENSP00000419135
NX_Q8N720-4	ENSP00000350530
NX_Q8N720-4	ENSP00000396396
NX_Q8N726-1	ENSP00000432664
NX_Q8N726-1	ENSP00000462950
NX_Q8N726-2	ENSP00000432664
NX_Q8N726-2	ENSP00000462950
NX_Q8N743-1	ENSP00000291860
NX_Q8N752-1	ENSP00000369126
NX_Q8N755-1	ENSP00000295083
NX_Q8N755-2	ENSP00000406148
NX_Q8N766-1	ENSP00000420608
NX_Q8N766-2	ENSP00000364345
NX_Q8N766-4	ENSP00000364354
NX_Q8N769-1	ENSP00000348145
NX_Q8N769-2	ENSP00000407405
NX_Q8N769-2	ENSP00000451236
NX_Q8N769-3	ENSP00000451531
NX_Q8N782-1	ENSP00000417696
NX_Q8N782-1	ENSP00000419136
NX_Q8N7A1-1	ENSP00000352282
NX_Q8N7B1-1	ENSP00000336984
NX_Q8N7B1-1	ENSP00000385055
NX_Q8N7B6-1	ENSP00000423881
NX_Q8N7B6-1	ENSP00000423914
NX_Q8N7B6-2	ENSP00000295290
NX_Q8N7B6-2	ENSP00000354171
NX_Q8N7B6-2	ENSP00000423477
NX_Q8N7B6-2	ENSP00000423536
NX_Q8N7B6-2	ENSP00000425938
NX_Q8N7B6-3	ENSP00000415832
NX_Q8N7B6-4	ENSP00000425461
NX_Q8N7B9-1	ENSP00000302649
NX_Q8N7B9-1	ENSP00000403932
NX_Q8N7B9-2	ENSP00000403932
NX_Q8N7C0-1	ENSP00000294818
NX_Q8N7C3-1	ENSP00000422581
NX_Q8N7C4-1	ENSP00000338164
NX_Q8N7C4-2	ENSP00000349198
NX_Q8N7C7-1	ENSP00000388207
NX_Q8N7E2-1	ENSP00000323348
NX_Q8N7F7-1	ENSP00000334044
NX_Q8N7G0-1	ENSP00000489796
NX_Q8N7H5-1	ENSP00000221265
NX_Q8N7H5-3	ENSP00000468874
NX_Q8N7I0-1	ENSP00000414891
NX_Q8N7J2-1	ENSP00000426528
NX_Q8N7J2-2	ENSP00000350469
NX_Q8N7K0-1	ENSP00000339767
NX_Q8N7K0-2	ENSP00000339767
NX_Q8N7K0-2	ENSP00000393416
NX_Q8N7L0-1	ENSP00000319336
NX_Q8N7L0-1	ENSP00000445786
NX_Q8N7M0-1	ENSP00000282670
NX_Q8N7M2-1	ENSP00000327314
NX_Q8N7M2-1	ENSP00000484852
NX_Q8N7N1-1	ENSP00000407067
NX_Q8N7N1-2	ENSP00000342610
NX_Q8N7N1-2	ENSP00000431362
NX_Q8N7P1-1	ENSP00000414188
NX_Q8N7P1-1	ENSP00000440896
NX_Q8N7P1-2	ENSP00000355503
NX_Q8N7P1-3	ENSP00000314748
NX_Q8N7P1-3	ENSP00000355503
NX_Q8N7P1-3	ENSP00000401285
NX_Q8N7P1-3	ENSP00000414188
NX_Q8N7P1-3	ENSP00000440896
NX_Q8N7P1-4	ENSP00000401285
NX_Q8N7P3-1	ENSP00000318113
NX_Q8N7Q3-1	ENSP00000380310
NX_Q8N7R1-1	ENSP00000386133
NX_Q8N7R7-1	ENSP00000295414
NX_Q8N7R7-2	ENSP00000342344
NX_Q8N7R7-3	ENSP00000295414
NX_Q8N7R7-3	ENSP00000376045
NX_Q8N7S2-1	ENSP00000296097
NX_Q8N7S2-1	ENSP00000384305
NX_Q8N7S2-2	ENSP00000385533
NX_Q8N7S6-1	ENSP00000386193
NX_Q8N7U6-1	ENSP00000295824
NX_Q8N7U6-3	ENSP00000342263
NX_Q8N7U7-1	ENSP00000323455
NX_Q8N7U7-1	ENSP00000438832
NX_Q8N7W2-2	ENSP00000367868
NX_Q8N7W2-3	ENSP00000345773
NX_Q8N7X0-1	ENSP00000381036
NX_Q8N7X0-2	ENSP00000356460
NX_Q8N7X1-1	ENSP00000417451
NX_Q8N7X2-2	ENSP00000373583
NX_Q8N7X2-3	ENSP00000477998
NX_Q8N7X2-4	ENSP00000391218
NX_Q8N7X4-1	ENSP00000368320
NX_Q8N7X8-1	ENSP00000321249
NX_Q8N7X8-1	ENSP00000480286
NX_Q8N7Z5-1	ENSP00000274361
NX_Q8N801-1	ENSP00000408527
NX_Q8N801-2	ENSP00000294947
NX_Q8N806-1	ENSP00000013070
NX_Q8N807-1	ENSP00000305465
NX_Q8N808-1	ENSP00000297307
NX_Q8N812-1	ENSP00000308368
NX_Q8N815-1	ENSP00000465204
NX_Q8N815-2	ENSP00000465204
NX_Q8N815-2	ENSP00000468725
NX_Q8N816-1	ENSP00000301665
NX_Q8N816-1	ENSP00000482364
NX_Q8N816-2	ENSP00000390036
NX_Q8N819-1	ENSP00000397050
NX_Q8N819-2	ENSP00000409511
NX_Q8N819-3	ENSP00000379961
NX_Q8N819-3	ENSP00000379963
NX_Q8N819-3	ENSP00000384318
NX_Q8N819-3	ENSP00000397050
NX_Q8N819-3	ENSP00000409511
NX_Q8N823-1	ENSP00000322427
NX_Q8N823-1	ENSP00000437616
NX_Q8N823-1	ENSP00000439211
NX_Q8N823-2	ENSP00000322427
NX_Q8N823-2	ENSP00000437616
NX_Q8N823-2	ENSP00000439211
NX_Q8N823-2	ENSP00000443505
NX_Q8N823-2	ENSP00000469376
NX_Q8N823-2	ENSP00000471243
NX_Q8N823-2	ENSP00000472093
NX_Q8N823-2	ENSP00000472648
NX_Q8N831-1	ENSP00000417919
NX_Q8N841-1	ENSP00000377043
NX_Q8N841-2	ENSP00000399211
NX_Q8N859-1	ENSP00000416662
NX_Q8N859-1	ENSP00000487818
NX_Q8N865-1	ENSP00000283905
NX_Q8N865-1	ENSP00000386604
NX_Q8N878-1	ENSP00000283309
NX_Q8N878-2	ENSP00000414115
NX_Q8N883-1	ENSP00000270649
NX_Q8N883-2	ENSP00000348674
NX_Q8N884-1	ENSP00000359339
NX_Q8N884-2	ENSP00000359342
NX_Q8N895-1	ENSP00000313158
NX_Q8N8A2-3	ENSP00000387141
NX_Q8N8A2-4	ENSP00000331516
NX_Q8N8A2-5	ENSP00000387233
NX_Q8N8A6-1	ENSP00000380495
NX_Q8N8A8-1	ENSP00000332615
NX_Q8N8B7-1	ENSP00000369974
NX_Q8N8B7-1	ENSP00000440038
NX_Q8N8B7-2	ENSP00000440038
NX_Q8N8C0-2	ENSP00000351391
NX_Q8N8C0-2	ENSP00000466370
NX_Q8N8D1-1	ENSP00000204549
NX_Q8N8D7-1	ENSP00000429073
NX_Q8N8D9-1	ENSP00000338228
NX_Q8N8D9-1	ENSP00000481774
NX_Q8N8D9-2	ENSP00000368236
NX_Q8N8E2-1	ENSP00000318373
NX_Q8N8E2-2	ENSP00000318373
NX_Q8N8E2-2	ENSP00000384874
NX_Q8N8E2-3	ENSP00000318373
NX_Q8N8E2-3	ENSP00000384874
NX_Q8N8E3-1	ENSP00000376522
NX_Q8N8E3-1	ENSP00000442784
NX_Q8N8E3-2	ENSP00000320592
NX_Q8N8F6-1	ENSP00000332772
NX_Q8N8F6-1	ENSP00000412696
NX_Q8N8F7-1	ENSP00000323304
NX_Q8N8F7-1	ENSP00000389278
NX_Q8N8F7-2	ENSP00000412823
NX_Q8N8G2-1	ENSP00000320957
NX_Q8N8G2-2	ENSP00000305405
NX_Q8N8I0-1	ENSP00000314173
NX_Q8N8J6-1	ENSP00000365906
NX_Q8N8J6-1	ENSP00000473089
NX_Q8N8J6-2	ENSP00000471041
NX_Q8N8J6-2	ENSP00000471549
NX_Q8N8J6-2	ENSP00000483676
NX_Q8N8J7-1	ENSP00000310182
NX_Q8N8K9-1	ENSP00000336940
NX_Q8N8K9-2	ENSP00000363362
NX_Q8N8K9-3	ENSP00000440504
NX_Q8N8L2-1	ENSP00000313443
NX_Q8N8L6-1	ENSP00000308496
NX_Q8N8M0-1	ENSP00000300303
NX_Q8N8M0-1	ENSP00000395125
NX_Q8N8M0-2	ENSP00000394435
NX_Q8N8N0-1	ENSP00000316628
NX_Q8N8N7-1	ENSP00000267568
NX_Q8N8N7-1	ENSP00000450975
NX_Q8N8N7-1	ENSP00000452280
NX_Q8N8Q1-1	ENSP00000413530
NX_Q8N8Q1-2	ENSP00000309324
NX_Q8N8Q1-3	ENSP00000358884
NX_Q8N8Q1-4	ENSP00000416898
NX_Q8N8Q1-5	ENSP00000377312
NX_Q8N8Q3-1	ENSP00000429190
NX_Q8N8Q3-2	ENSP00000431036
NX_Q8N8Q3-3	ENSP00000317810
NX_Q8N8Q3-4	ENSP00000458361
NX_Q8N8Q3-4	ENSP00000458391
NX_Q8N8Q3-5	ENSP00000429190
NX_Q8N8Q3-5	ENSP00000431036
NX_Q8N8Q3-5	ENSP00000460685
NX_Q8N8Q3-5	ENSP00000461577
NX_Q8N8Q8-1	ENSP00000295890
NX_Q8N8Q8-2	ENSP00000424978
NX_Q8N8Q8-3	ENSP00000394583
NX_Q8N8Q9-1	ENSP00000337618
NX_Q8N8Q9-1	ENSP00000381095
NX_Q8N8Q9-1	ENSP00000381096
NX_Q8N8Q9-2	ENSP00000352762
NX_Q8N8Q9-2	ENSP00000437746
NX_Q8N8R3-1	ENSP00000352167
NX_Q8N8R3-2	ENSP00000376640
NX_Q8N8R3-3	ENSP00000352167
NX_Q8N8R3-3	ENSP00000376640
NX_Q8N8R3-3	ENSP00000450913
NX_Q8N8R3-3	ENSP00000452078
NX_Q8N8R3-3	ENSP00000452446
NX_Q8N8R5-1	ENSP00000312770
NX_Q8N8R7-1	ENSP00000282032
NX_Q8N8S7-1	ENSP00000355809
NX_Q8N8S7-2	ENSP00000355808
NX_Q8N8U2-1	ENSP00000476295
NX_Q8N8U3-1	ENSP00000316794
NX_Q8N8U9-1	ENSP00000297161
NX_Q8N8V2-1	ENSP00000294671
NX_Q8N8V4-1	ENSP00000308772
NX_Q8N8V8-1	ENSP00000329795
NX_Q8N8W4-1	ENSP00000378072
NX_Q8N8W4-2	ENSP00000373367
NX_Q8N8W4-2	ENSP00000378072
NX_Q8N8W4-3	ENSP00000321116
NX_Q8N8X9-1	ENSP00000358512
NX_Q8N8Y2-1	ENSP00000285393
NX_Q8N8Y5-1	ENSP00000327427
NX_Q8N8Y5-1	ENSP00000430465
NX_Q8N8Z3-1	ENSP00000414034
NX_Q8N8Z6-1	ENSP00000342422
NX_Q8N8Z6-2	ENSP00000296955
NX_Q8N8Z8-1	ENSP00000350576
NX_Q8N8Z8-2	ENSP00000350576
NX_Q8N8Z8-2	ENSP00000386658
NX_Q8N907-1	ENSP00000323155
NX_Q8N912-1	ENSP00000386487
NX_Q8N912-1	ENSP00000452502
NX_Q8N944-1	ENSP00000314914
NX_Q8N944-1	ENSP00000392700
NX_Q8N945-1	ENSP00000335675
NX_Q8N945-2	ENSP00000377965
NX_Q8N945-2	ENSP00000424730
NX_Q8N945-3	ENSP00000424730
NX_Q8N954-1	ENSP00000386772
NX_Q8N954-2	ENSP00000281932
NX_Q8N957-1	ENSP00000321627
NX_Q8N960-1	ENSP00000303058
NX_Q8N960-1	ENSP00000327504
NX_Q8N960-2	ENSP00000303058
NX_Q8N960-2	ENSP00000307419
NX_Q8N960-2	ENSP00000327504
NX_Q8N960-3	ENSP00000422089
NX_Q8N961-1	ENSP00000410157
NX_Q8N961-2	ENSP00000410157
NX_Q8N966-1	ENSP00000318222
NX_Q8N967-1	ENSP00000299194
NX_Q8N967-1	ENSP00000444737
NX_Q8N967-1	ENSP00000446278
NX_Q8N972-1	ENSP00000380840
NX_Q8N983-1	ENSP00000315364
NX_Q8N983-2	ENSP00000299179
NX_Q8N983-3	ENSP00000359254
NX_Q8N983-4	ENSP00000315948
NX_Q8N983-4	ENSP00000359256
NX_Q8N983-6	ENSP00000339844
NX_Q8N983-7	ENSP00000359262
NX_Q8N987-1	ENSP00000387380
NX_Q8N987-2	ENSP00000387380
NX_Q8N987-2	ENSP00000428632
NX_Q8N987-2	ENSP00000428953
NX_Q8N988-1	ENSP00000404065
NX_Q8N988-2	ENSP00000252840
NX_Q8N998-1	ENSP00000320649
NX_Q8N999-1	ENSP00000349358
NX_Q8N999-2	ENSP00000402018
NX_Q8N999-2	ENSP00000447327
NX_Q8N999-2	ENSP00000448194
NX_Q8N9A8-1	ENSP00000394224
NX_Q8N9A8-1	ENSP00000456686
NX_Q8N9A8-2	ENSP00000405635
NX_Q8N9A8-3	ENSP00000456294
NX_Q8N9A8-3	ENSP00000456913
NX_Q8N9B4-1	ENSP00000377051
NX_Q8N9B4-2	ENSP00000377049
NX_Q8N9B5-1	ENSP00000379441
NX_Q8N9B8-1	ENSP00000363583
NX_Q8N9B8-1	ENSP00000379154
NX_Q8N9B8-1	ENSP00000379155
NX_Q8N9B8-2	ENSP00000363583
NX_Q8N9C0-1	ENSP00000322422
NX_Q8N9C0-2	ENSP00000421191
NX_Q8N9E0-1	ENSP00000318974
NX_Q8N9E0-1	ENSP00000362169
NX_Q8N9F0-1	ENSP00000413064
NX_Q8N9F7-1	ENSP00000284116
NX_Q8N9F7-2	ENSP00000464690
NX_Q8N9F7-3	ENSP00000463273
NX_Q8N9F8-1	ENSP00000326249
NX_Q8N9F8-1	ENSP00000430354
NX_Q8N9H8-1	ENSP00000340474
NX_Q8N9H8-3	ENSP00000435830
NX_Q8N9H8-4	ENSP00000431859
NX_Q8N9H9-1	ENSP00000387816
NX_Q8N9H9-2	ENSP00000429704
NX_Q8N9I0-1	ENSP00000356236
NX_Q8N9I0-1	ENSP00000356237
NX_Q8N9I5-1	ENSP00000481684
NX_Q8N9I5-2	ENSP00000478413
NX_Q8N9I5-2	ENSP00000481684
NX_Q8N9I9-1	ENSP00000338050
NX_Q8N9I9-1	ENSP00000447873
NX_Q8N9I9-1	ENSP00000449294
NX_Q8N9I9-2	ENSP00000448696
NX_Q8N9K5-1	ENSP00000347234
NX_Q8N9K5-2	ENSP00000306869
NX_Q8N9K5-2	ENSP00000347234
NX_Q8N9K5-2	ENSP00000376013
NX_Q8N9K7-1	ENSP00000431717
NX_Q8N9K7-1	ENSP00000466330
NX_Q8N9K7-1	ENSP00000468715
NX_Q8N9L1-1	ENSP00000372553
NX_Q8N9L1-1	ENSP00000397695
NX_Q8N9L1-1	ENSP00000417855
NX_Q8N9L1-1	ENSP00000420775
NX_Q8N9L1-1	ENSP00000435509
NX_Q8N9L1-3	ENSP00000417855
NX_Q8N9L1-3	ENSP00000435509
NX_Q8N9L1-4	ENSP00000418277
NX_Q8N9L1-5	ENSP00000397695
NX_Q8N9L1-5	ENSP00000420775
NX_Q8N9L9-1	ENSP00000323071
NX_Q8N9M1-1	ENSP00000463159
NX_Q8N9M1-2	ENSP00000375889
NX_Q8N9M1-2	ENSP00000463159
NX_Q8N9M1-3	ENSP00000350556
NX_Q8N9M1-3	ENSP00000375889
NX_Q8N9M1-3	ENSP00000463159
NX_Q8N9M5-1	ENSP00000315387
NX_Q8N9M5-1	ENSP00000379815
NX_Q8N9N2-1	ENSP00000339404
NX_Q8N9N2-1	ENSP00000378373
NX_Q8N9N2-2	ENSP00000320461
NX_Q8N9N2-2	ENSP00000320810
NX_Q8N9N2-2	ENSP00000378377
NX_Q8N9N5-1	ENSP00000286122
NX_Q8N9N5-1	ENSP00000376902
NX_Q8N9N5-2	ENSP00000347125
NX_Q8N9N5-4	ENSP00000376903
NX_Q8N9N5-5	ENSP00000487304
NX_Q8N9N5-6	ENSP00000432508
NX_Q8N9N5-7	ENSP00000444352
NX_Q8N9N7-1	ENSP00000326817
NX_Q8N9N7-1	ENSP00000380319
NX_Q8N9N7-1	ENSP00000455445
NX_Q8N9N8-1	ENSP00000309175
NX_Q8N9N8-1	ENSP00000434056
NX_Q8N9N8-1	ENSP00000435439
NX_Q8N9N8-1	ENSP00000435942
NX_Q8N9N8-1	ENSP00000436644
NX_Q8N9Q2-1	ENSP00000427401
NX_Q8N9R6-1	ENSP00000482523
NX_Q8N9R8-1	ENSP00000336756
NX_Q8N9R8-2	ENSP00000362650
NX_Q8N9S9-1	ENSP00000312368
NX_Q8N9S9-2	ENSP00000405024
NX_Q8N9T8-1	ENSP00000320917
NX_Q8N9U0-1	ENSP00000343199
NX_Q8N9U0-1	ENSP00000353802
NX_Q8N9U0-1	ENSP00000387882
NX_Q8N9U0-2	ENSP00000451317
NX_Q8N9V2-1	ENSP00000327738
NX_Q8N9V3-1	ENSP00000352820
NX_Q8N9V3-1	ENSP00000376545
NX_Q8N9V3-1	ENSP00000387078
NX_Q8N9V3-2	ENSP00000350866
NX_Q8N9V6-1	ENSP00000353796
NX_Q8N9V6-2	ENSP00000272421
NX_Q8N9V7-1	ENSP00000310303
NX_Q8N9W4-2	ENSP00000307928
NX_Q8N9W5-1	ENSP00000375600
NX_Q8N9W5-1	ENSP00000432046
NX_Q8N9W5-3	ENSP00000436975
NX_Q8N9W5-5	ENSP00000394343
NX_Q8N9W5-5	ENSP00000433247
NX_Q8N9W5-5	ENSP00000433826
NX_Q8N9W5-6	ENSP00000375600
NX_Q8N9W5-7	ENSP00000394343
NX_Q8N9W5-7	ENSP00000433826
NX_Q8N9W6-1	ENSP00000314792
NX_Q8N9W6-1	ENSP00000376116
NX_Q8N9W6-1	ENSP00000396099
NX_Q8N9W6-2	ENSP00000397711
NX_Q8N9W6-3	ENSP00000314792
NX_Q8N9W6-4	ENSP00000396099
NX_Q8N9W6-5	ENSP00000282278
NX_Q8N9W6-5	ENSP00000416911
NX_Q8N9W8-1	ENSP00000431905
NX_Q8N9W8-1	ENSP00000483154
NX_Q8N9W8-2	ENSP00000432195
NX_Q8N9Y4-1	ENSP00000267594
NX_Q8N9Y4-2	ENSP00000267594
NX_Q8N9Y4-2	ENSP00000451445
NX_Q8N9Y4-2	ENSP00000451678
NX_Q8N9Y4-2	ENSP00000451802
NX_Q8N9Z0-1	ENSP00000324441
NX_Q8N9Z0-1	ENSP00000327597
NX_Q8N9Z0-1	ENSP00000383922
NX_Q8N9Z0-1	ENSP00000485001
NX_Q8N9Z0-2	ENSP00000471021
NX_Q8N9Z0-2	ENSP00000477617
NX_Q8N9Z2-1	ENSP00000430897
NX_Q8N9Z2-2	ENSP00000479540
NX_Q8N9Z9-1	ENSP00000282881
NX_Q8N9Z9-2	ENSP00000282881
NX_Q8N9Z9-2	ENSP00000407043
NX_Q8N9Z9-2	ENSP00000407353
NX_Q8N9Z9-2	ENSP00000443132
NX_Q8N9Z9-3	ENSP00000407043
NX_Q8N9Z9-4	ENSP00000393150
NX_Q8N9Z9-5	ENSP00000407353
NX_Q8NA03-1	ENSP00000280236
NX_Q8NA19-1	ENSP00000382976
NX_Q8NA19-2	ENSP00000382975
NX_Q8NA23-1	ENSP00000363308
NX_Q8NA23-2	ENSP00000345027
NX_Q8NA23-2	ENSP00000363310
NX_Q8NA29-1	ENSP00000361895
NX_Q8NA29-2	ENSP00000361898
NX_Q8NA31-1	ENSP00000462883
NX_Q8NA31-1	ENSP00000463762
NX_Q8NA31-3	ENSP00000464579
NX_Q8NA42-1	ENSP00000340132
NX_Q8NA42-1	ENSP00000464871
NX_Q8NA42-1	ENSP00000466101
NX_Q8NA47-1	ENSP00000312399
NX_Q8NA47-2	ENSP00000312399
NX_Q8NA47-2	ENSP00000445881
NX_Q8NA54-1	ENSP00000324882
NX_Q8NA54-1	ENSP00000417769
NX_Q8NA54-2	ENSP00000417285
NX_Q8NA56-1	ENSP00000316740
NX_Q8NA56-1	ENSP00000423505
NX_Q8NA56-2	ENSP00000423505
NX_Q8NA57-1	ENSP00000298699
NX_Q8NA58-1	ENSP00000275275
NX_Q8NA58-1	ENSP00000476448
NX_Q8NA58-2	ENSP00000376007
NX_Q8NA61-1	ENSP00000309189
NX_Q8NA61-2	ENSP00000368249
NX_Q8NA61-2	ENSP00000480148
NX_Q8NA66-1	ENSP00000430073
NX_Q8NA69-1	ENSP00000355241
NX_Q8NA70-1	ENSP00000328307
NX_Q8NA72-1	ENSP00000410216
NX_Q8NA72-2	ENSP00000426796
NX_Q8NA72-3	ENSP00000399481
NX_Q8NA75-1	ENSP00000316496
NX_Q8NA77-1	ENSP00000331500
NX_Q8NA82-1	ENSP00000311496
NX_Q8NA82-1	ENSP00000416177
NX_Q8NA92-1	ENSP00000292894
NX_Q8NAA4-1	ENSP00000326340
NX_Q8NAA4-2	ENSP00000326340
NX_Q8NAA4-2	ENSP00000400705
NX_Q8NAA5-1	ENSP00000419502
NX_Q8NAA5-2	ENSP00000386504
NX_Q8NAA6-1	ENSP00000325144
NX_Q8NAB2-1	ENSP00000432163
NX_Q8NAB2-1	ENSP00000436262
NX_Q8NAC3-1	ENSP00000295981
NX_Q8NAC3-2	ENSP00000384969
NX_Q8NAC3-3	ENSP00000373323
NX_Q8NAC3-5	ENSP00000396064
NX_Q8NAC3-6	ENSP00000407894
NX_Q8NAC3-7	ENSP00000395315
NX_Q8NAF0-1	ENSP00000320188
NX_Q8NAG6-1	ENSP00000384008
NX_Q8NAG6-2	ENSP00000377971
NX_Q8NAM6-1	ENSP00000321963
NX_Q8NAM6-1	ENSP00000480210
NX_Q8NAN2-1	ENSP00000359827
NX_Q8NAP1-1	ENSP00000389760
NX_Q8NAP1-1	ENSP00000479420
NX_Q8NAP1-1	ENSP00000479781
NX_Q8NAP1-1	ENSP00000481377
NX_Q8NAP1-1	ENSP00000482429
NX_Q8NAP3-1	ENSP00000372635
NX_Q8NAP3-1	ENSP00000406955
NX_Q8NAP3-1	ENSP00000426387
NX_Q8NAP3-1	ENSP00000490041
NX_Q8NAP8-1	ENSP00000476499
NX_Q8NAT1-1	ENSP00000344125
NX_Q8NAT1-1	ENSP00000408992
NX_Q8NAT2-1	ENSP00000406052
NX_Q8NAT2-3	ENSP00000294848
NX_Q8NAT2-3	ENSP00000356586
NX_Q8NAU1-3	ENSP00000476320
NX_Q8NAU1-4	ENSP00000362570
NX_Q8NAV1-1	ENSP00000257181
NX_Q8NAV1-2	ENSP00000257181
NX_Q8NAV2-1	ENSP00000289989
NX_Q8NAV2-2	ENSP00000386265
NX_Q8NAX2-1	ENSP00000319179
NX_Q8NB12-1	ENSP00000393453
NX_Q8NB14-1	ENSP00000303434
NX_Q8NB14-2	ENSP00000427647
NX_Q8NB15-1	ENSP00000351929
NX_Q8NB15-2	ENSP00000355251
NX_Q8NB16-1	ENSP00000308351
NX_Q8NB16-2	ENSP00000303118
NX_Q8NB25-1	ENSP00000342604
NX_Q8NB25-2	ENSP00000430442
NX_Q8NB25-4	ENSP00000326608
NX_Q8NB37-1	ENSP00000321691
NX_Q8NB37-2	ENSP00000380612
NX_Q8NB37-3	ENSP00000346239
NX_Q8NB37-3	ENSP00000431183
NX_Q8NB42-1	ENSP00000390179
NX_Q8NB46-1	ENSP00000267116
NX_Q8NB49-1	ENSP00000332756
NX_Q8NB49-3	ENSP00000355165
NX_Q8NB50-1	ENSP00000423820
NX_Q8NB50-3	ENSP00000423820
NX_Q8NB50-3	ENSP00000426193
NX_Q8NB59-1	ENSP00000418901
NX_Q8NB59-3	ENSP00000355982
NX_Q8NB59-3	ENSP00000418901
NX_Q8NB59-3	ENSP00000437423
NX_Q8NB59-4	ENSP00000445837
NX_Q8NB59-6	ENSP00000355986
NX_Q8NB59-7	ENSP00000489671
NX_Q8NB66-1	ENSP00000260323
NX_Q8NB78-2	ENSP00000297792
NX_Q8NB78-4	ENSP00000297792
NX_Q8NB78-4	ENSP00000405669
NX_Q8NB90-1	ENSP00000274008
NX_Q8NB91-1	ENSP00000326819
NX_Q8NB91-1	ENSP00000381378
NX_Q8NBA8-1	ENSP00000425048
NX_Q8NBB4-1	ENSP00000282326
NX_Q8NBB4-2	ENSP00000375581
NX_Q8NBB4-2	ENSP00000470438
NX_Q8NBD8-1	ENSP00000350050
NX_Q8NBD8-1	ENSP00000451774
NX_Q8NBD8-1	ENSP00000452201
NX_Q8NBE8-1	ENSP00000272797
NX_Q8NBE8-1	ENSP00000376419
NX_Q8NBF1-1	ENSP00000309653
NX_Q8NBF1-1	ENSP00000486112
NX_Q8NBF2-1	ENSP00000358307
NX_Q8NBF2-2	ENSP00000358307
NX_Q8NBF6-1	ENSP00000315568
NX_Q8NBH2-3	ENSP00000421297
NX_Q8NBH2-4	ENSP00000397598
NX_Q8NBI2-1	ENSP00000294072
NX_Q8NBI2-1	ENSP00000398979
NX_Q8NBI2-1	ENSP00000437390
NX_Q8NBI2-2	ENSP00000398979
NX_Q8NBI2-2	ENSP00000437390
NX_Q8NBI3-1	ENSP00000294485
NX_Q8NBI5-1	ENSP00000337561
NX_Q8NBI5-1	ENSP00000378555
