NX_A0A075B6J9	ENST00000390310
NX_Q6P1R4	ENST00000538833
NX_Q6P1R4	ENST00000542088
NX_Q6P1R4	ENST00000577574
NX_Q6P1R4	ENST00000577907
NX_Q6P1R4	ENST00000578176
NX_Q6P1R4	ENST00000578907
NX_Q6P1R4	ENST00000580731
NX_Q6P1R4	ENST00000582529
NX_Q6P1S2	ENST00000465810
NX_Q6P1S2	ENST00000486435
NX_Q6P1X5	ENST00000521007
NX_Q6P1X5	ENST00000523098
NX_Q6P1X5	ENST00000523904
NX_Q6P1X5	ENST00000529653
NX_Q6P1X6	ENST00000527462
NX_Q6P1X6	ENST00000532827
NX_Q6P280	ENST00000334116
NX_Q6P280	ENST00000452073
NX_Q6P280	ENST00000585960
NX_Q6P280	ENST00000585983
NX_Q6P280	ENST00000586115
NX_Q6P280	ENST00000590656
NX_Q6P2C0	ENST00000558000
NX_Q6P2D0	ENST00000567481
NX_Q6P2D8	ENST00000525407
NX_Q6P2D8	ENST00000528219
NX_Q6P2D8	ENST00000530562
NX_Q6P2D8	ENST00000531449
NX_Q6P2D8	ENST00000531849
NX_Q6P2D8	ENST00000531852
NX_Q6P2E9	ENST00000573985
NX_Q6P2E9	ENST00000575033
NX_Q6P2E9	ENST00000577105
NX_Q6P2H3	ENST00000453146
NX_Q6P2H8	ENST00000372235
NX_Q6P2H8	ENST00000372242
NX_Q6P2H8	ENST00000372243
NX_Q6P2H8	ENST00000372244
NX_Q6P2H8	ENST00000420706
NX_Q6P2M8	ENST00000411968
NX_Q6P2M8	ENST00000418241
NX_Q6P2M8	ENST00000419804
NX_Q6P2M8	ENST00000422811
NX_Q6P2M8	ENST00000423545
NX_Q6P2M8	ENST00000425526
NX_Q6P2M8	ENST00000433470
NX_Q6P2M8	ENST00000434652
NX_Q6P2M8	ENST00000438984
NX_Q6P2M8	ENST00000439087
NX_Q6P2M8	ENST00000458354
NX_Q6P2Q9	ENST00000571958
NX_Q6P2Q9	ENST00000573725
NX_Q6P2Q9	ENST00000577001
NX_Q6P2Q9	ENST00000614672
NX_Q6P2Q9	ENST00000631647
NX_Q6P2Q9	ENST00000634039
NX_Q6P387	ENST00000565253
NX_Q6P3R8	ENST00000465811
NX_Q6P3S1	ENST00000294737
NX_Q6P3S1	ENST00000391979
NX_Q6P3S1	ENST00000422998
NX_Q6P3S6	ENST00000444116
NX_Q6P3S6	ENST00000456164
NX_Q6P3V2	ENST00000356958
NX_Q6P3V2	ENST00000392157
NX_Q6P3V2	ENST00000587817
NX_Q6P3V2	ENST00000588354
NX_Q6P3W2	ENST00000395949
NX_Q6P3W2	ENST00000525511
NX_Q6P3W2	ENST00000526529
NX_Q6P3W2	ENST00000527731
NX_Q6P3W6	ENST00000583866
NX_Q6P3W6	ENST00000610925
NX_Q6P3W6	ENST00000613224
NX_Q6P3W6	ENST00000613557
NX_Q6P3W6	ENST00000616399
NX_Q6P3W6	ENST00000617010
NX_Q6P3W6	ENST00000622244
NX_Q6P3W7	ENST00000548392
NX_Q6P3W7	ENST00000548871
NX_Q6P3W7	ENST00000549687
NX_Q6P3W7	ENST00000550251
NX_Q6P3W7	ENST00000635101
NX_Q6P3X3	ENST00000428527
NX_Q6P3X3	ENST00000433416
NX_Q6P3X3	ENST00000438654
NX_Q6P3X3	ENST00000448773
NX_Q6P3X3	ENST00000454690
NX_Q6P444	ENST00000418509
NX_Q6P444	ENST00000532958
NX_Q6P461	ENST00000404473
NX_Q6P499	ENST00000339255
NX_Q6P499	ENST00000432012
NX_Q6P4A7	ENST00000369131
NX_Q6P4A7	ENST00000419372
NX_Q6P4A8	ENST00000540572
NX_Q6P4A8	ENST00000541618
NX_Q6P4D5	ENST00000623326
NX_Q6P4E1	ENST00000558735
NX_Q6P4E1	ENST00000558847
NX_Q6P4E1	ENST00000559222
NX_Q6P4E1	ENST00000561305
NX_Q6P4F2	ENST00000492239
NX_Q6P4F2	ENST00000494368
NX_Q6P4F7	ENST00000562481
NX_Q6P4F7	ENST00000563864
NX_Q6P4F7	ENST00000611363
NX_Q6P4F7	ENST00000619401
NX_Q6P4F7	ENST00000622253
NX_Q6P4F7	ENST00000633634
NX_Q6P4H8	ENST00000280330
NX_Q6P4H8	ENST00000504390
NX_Q6P4H8	ENST00000506108
NX_Q6P4I2	ENST00000558521
NX_Q6P4I2	ENST00000559178
NX_Q6P4I2	ENST00000559224
NX_Q6P4R8	ENST00000526884
NX_Q6P4R8	ENST00000526940
NX_Q6P4R8	ENST00000529319
NX_Q6P4R8	ENST00000530278
NX_Q6P4R8	ENST00000531318
NX_Q6P4R8	ENST00000531755
NX_Q6P4R8	ENST00000532225
NX_Q6P531	ENST00000381550
NX_Q6P531	ENST00000573591
NX_Q6P531	ENST00000574584
NX_Q6P582	ENST00000427024
NX_Q6P597	ENST00000589373
NX_Q6P597	ENST00000589837
NX_Q6P597	ENST00000590063
NX_Q6P5Q4	ENST00000456238
NX_Q6P5R6	ENST00000463836
NX_Q6P5R6	ENST00000466674
NX_Q6P5R6	ENST00000475836
NX_Q6P5R6	ENST00000494771
NX_Q6P5S7	ENST00000546395
NX_Q6P5S7	ENST00000549393
NX_Q6P5S7	ENST00000552039
NX_Q6P5S7	ENST00000552321
NX_Q6P5S7	ENST00000552842
NX_Q6P5S7	ENST00000570898
NX_Q6P5S7	ENST00000593646
NX_Q6P5W5	ENST00000526658
NX_Q6P5X5	ENST00000333059
NX_Q6P5X5	ENST00000399568
NX_Q6P5X5	ENST00000509549
NX_Q6P5X7	ENST00000519016
NX_Q6P5X7	ENST00000519187
NX_Q6P5X7	ENST00000519304
NX_Q6P5X7	ENST00000522334
NX_Q6P5X7	ENST00000522780
NX_Q6P5X7	ENST00000523829
NX_Q6P656	ENST00000560091
NX_Q6P656	ENST00000561216
NX_Q6P6C2	ENST00000541285
NX_Q6P988	ENST00000425009
NX_Q6P988	ENST00000477214
NX_Q6P995	ENST00000612606
NX_Q6P996	ENST00000325823
NX_Q6P996	ENST00000535621
NX_Q6P996	ENST00000562119
NX_Q6P996	ENST00000563522
NX_Q6P996	ENST00000563667
NX_Q6P996	ENST00000563679
NX_Q6P996	ENST00000565362
NX_Q6P996	ENST00000566426
NX_Q6P996	ENST00000567306
NX_Q6P996	ENST00000610518
NX_Q6P996	ENST00000611292
NX_Q6P996	ENST00000613798
NX_Q6P996	ENST00000614060
NX_Q6P996	ENST00000614573
NX_Q6P996	ENST00000614833
NX_Q6P996	ENST00000615160
NX_Q6P996	ENST00000617553
NX_Q6P996	ENST00000618389
NX_Q6P996	ENST00000619589
NX_Q6P996	ENST00000631842
NX_Q6P996	ENST00000632387
NX_Q6P996	ENST00000633039
NX_Q6P996	ENST00000633216
NX_Q6P9A1	ENST00000597700
NX_Q6P9A1	ENST00000597864
NX_Q6P9A3	ENST00000594943
NX_Q6P9A3	ENST00000602149
NX_Q6P9B6	ENST00000562447
NX_Q6P9B6	ENST00000565079
NX_Q6P9B6	ENST00000565765
NX_Q6P9B6	ENST00000566995
NX_Q6P9B6	ENST00000570036
NX_Q6P9F0	ENST00000392440
NX_Q6P9F0	ENST00000539171
NX_Q6P9F5	ENST00000383610
NX_Q6P9F5	ENST00000400651
NX_Q6P9F5	ENST00000421981
NX_Q6P9F5	ENST00000429471
NX_Q6P9F5	ENST00000433713
NX_Q6P9F5	ENST00000434151
NX_Q6P9F5	ENST00000436951
NX_Q6P9F5	ENST00000437563
NX_Q6P9F5	ENST00000547289
NX_Q6P9F5	ENST00000549728
NX_Q6P9F5	ENST00000552119
NX_Q6P9F5	ENST00000616351
NX_Q6P9F7	ENST00000358200
NX_Q6P9F7	ENST00000449440
NX_Q6P9G0	ENST00000570446
NX_Q6P9G0	ENST00000574196
NX_Q6P9G4	ENST00000504064
NX_Q6P9G4	ENST00000613578
NX_Q6P9H4	ENST00000424998
NX_Q6P9H4	ENST00000479339
NX_Q6P9H5	ENST00000618759
NX_Q6PB30	ENST00000361211
NX_Q6PB30	ENST00000370287
NX_Q6PB30	ENST00000452779
NX_Q6PCB0	ENST00000471398
NX_Q6PCB0	ENST00000495558
NX_Q6PCB5	ENST00000441514
NX_Q6PCB5	ENST00000445512
NX_Q6PCB6	ENST00000560609
NX_Q6PCB7	ENST00000599380
NX_Q6PCB7	ENST00000599965
NX_Q6PCB7	ENST00000600277
NX_Q6PCB7	ENST00000600297
NX_Q6PCB8	ENST00000508934
NX_Q6PCD5	ENST00000572337
NX_Q6PCD5	ENST00000572990
NX_Q6PCD5	ENST00000575113
NX_Q6PCD5	ENST00000576652
NX_Q6PCT2	ENST00000338343
NX_Q6PCT2	ENST00000427128
NX_Q6PCT2	ENST00000471231
NX_Q6PCT2	ENST00000562798
NX_Q6PCT2	ENST00000565690
NX_Q6PCT2	ENST00000565939
NX_Q6PCT2	ENST00000566320
NX_Q6PD62	ENST00000524523
NX_Q6PD74	ENST00000560362
NX_Q6PDA7	ENST00000326625
NX_Q6PDA7	ENST00000400125
NX_Q6PDA7	ENST00000434307
NX_Q6PDA7	ENST00000454911
NX_Q6PDA7	ENST00000525884
NX_Q6PDA7	ENST00000528033
NX_Q6PDB4	ENST00000424032
NX_Q6PDB4	ENST00000597976
NX_Q6PDB4	ENST00000600321
NX_Q6PEW0	ENST00000543437
NX_Q6PEW0	ENST00000569079
NX_Q6PEW0	ENST00000569727
NX_Q6PEX7	ENST00000415500
NX_Q6PEX7	ENST00000564071
NX_Q6PEX7	ENST00000564373
NX_Q6PEY0	ENST00000369576
NX_Q6PEY1	ENST00000574668
NX_Q6PEZ8	ENST00000254320
NX_Q6PEZ8	ENST00000585607
NX_Q6PEZ8	ENST00000586075
NX_Q6PEZ8	ENST00000587458
NX_Q6PEZ8	ENST00000587954
NX_Q6PEZ8	ENST00000588764
NX_Q6PEZ8	ENST00000588872
NX_Q6PEZ8	ENST00000591353
NX_Q6PF04	ENST00000599683
NX_Q6PF04	ENST00000600853
NX_Q6PF04	ENST00000601794
NX_Q6PF05	ENST00000508722
NX_Q6PF06	ENST00000537016
NX_Q6PF06	ENST00000538370
NX_Q6PF06	ENST00000540616
NX_Q6PF15	ENST00000376292
NX_Q6PFW1	ENST00000381879
NX_Q6PFW1	ENST00000381885
NX_Q6PFW1	ENST00000417085
NX_Q6PFW1	ENST00000427877
NX_Q6PFW1	ENST00000429176
NX_Q6PFW1	ENST00000431962
NX_Q6PFW1	ENST00000437065
NX_Q6PFW1	ENST00000439195
NX_Q6PFW1	ENST00000453080
NX_Q6PG37	ENST00000525288
NX_Q6PG37	ENST00000527645
NX_Q6PG37	ENST00000528994
NX_Q6PG37	ENST00000586323
NX_Q6PGN9	ENST00000418914
NX_Q6PGN9	ENST00000429031
NX_Q6PGN9	ENST00000474126
NX_Q6PGP7	ENST00000505578
NX_Q6PGP7	ENST00000513232
NX_Q6PGP7	ENST00000513823
NX_Q6PGP7	ENST00000514952
NX_Q6PGQ7	ENST00000377814
NX_Q6PGQ7	ENST00000618209
NX_Q6PH81	ENST00000565112
NX_Q6PH85	ENST00000332592
NX_Q6PH85	ENST00000438545
NX_Q6PH85	ENST00000439909
NX_Q6PH85	ENST00000465710
NX_Q6PH85	ENST00000465938
NX_Q6PH85	ENST00000496873
NX_Q6PHR2	ENST00000562161
NX_Q6PHR2	ENST00000563301
NX_Q6PHR2	ENST00000565373
NX_Q6PHR2	ENST00000565790
NX_Q6PHR2	ENST00000566631
NX_Q6PHR2	ENST00000568210
NX_Q6PHR2	ENST00000568273
NX_Q6PHR2	ENST00000568679
NX_Q6PHR2	ENST00000631115
NX_Q6PHW0	ENST00000422583
NX_Q6PI25	ENST00000528063
NX_Q6PI25	ENST00000528852
NX_Q6PI25	ENST00000534826
NX_Q6PI26	ENST00000444040
NX_Q6PI26	ENST00000471526
NX_Q6PI26	ENST00000482785
NX_Q6PI73	ENST00000245621
NX_Q6PI73	ENST00000396365
NX_Q6PI73	ENST00000430421
NX_Q6PI73	ENST00000613333
NX_Q6PI73	ENST00000613668
NX_Q6PI73	ENST00000614434
NX_Q6PI73	ENST00000616720
NX_Q6PI73	ENST00000618982
NX_Q6PI73	ENST00000620837
NX_Q6PI73	ENST00000620938
NX_Q6PI73	ENST00000621570
NX_Q6PI73	ENST00000622510
NX_Q6PI97	ENST00000529167
NX_Q6PI97	ENST00000529661
NX_Q6PI98	ENST00000586449
NX_Q6PI98	ENST00000586489
NX_Q6PI98	ENST00000587450
NX_Q6PI98	ENST00000589273
NX_Q6PI98	ENST00000590757
NX_Q6PI98	ENST00000591139
NX_Q6PID6	ENST00000636106
NX_Q6PID6	ENST00000636863
NX_Q6PID6	ENST00000637375
NX_Q6PID8	ENST00000463413
NX_Q6PID8	ENST00000468226
NX_Q6PIF2	ENST00000592819
NX_Q6PIF6	ENST00000409090
NX_Q6PIF6	ENST00000437387
NX_Q6PIF6	ENST00000563538
NX_Q6PII3	ENST00000303688
NX_Q6PII3	ENST00000611584
NX_Q6PII5	ENST00000561546
NX_Q6PII5	ENST00000561561
NX_Q6PII5	ENST00000562141
NX_Q6PII5	ENST00000562187
NX_Q6PII5	ENST00000563792
NX_Q6PII5	ENST00000564545
NX_Q6PII5	ENST00000567414
NX_Q6PII5	ENST00000568141
NX_Q6PII5	ENST00000569385
NX_Q6PIS1	ENST00000409370
NX_Q6PIS1	ENST00000414999
NX_Q6PIS1	ENST00000430764
NX_Q6PIU2	ENST00000421723
NX_Q6PIU2	ENST00000424772
NX_Q6PIV2	ENST00000533282
NX_Q6PIV2	ENST00000626640
NX_Q6PIV2	ENST00000634385
NX_Q6PIV2	ENST00000634955
NX_Q6PIW4	ENST00000420829
NX_Q6PIW4	ENST00000422854
NX_Q6PIW4	ENST00000435566
NX_Q6PIW4	ENST00000436590
NX_Q6PIW4	ENST00000440350
NX_Q6PIW4	ENST00000448788
NX_Q6PIY5	ENST00000418644
NX_Q6PIY5	ENST00000434068
NX_Q6PIY5	ENST00000441519
NX_Q6PIY5	ENST00000445071
NX_Q6PIY5	ENST00000453711
NX_Q6PIY5	ENST00000455805
NX_Q6PIY7	ENST00000504233
NX_Q6PIZ9	ENST00000426646
NX_Q6PJ21	ENST00000569769
NX_Q6PJ61	ENST00000586899
NX_Q6PJ61	ENST00000591686
NX_Q6PJ69	ENST00000540128
NX_Q6PJ69	ENST00000543309
NX_Q6PJ69	ENST00000591668
NX_Q6PJ69	ENST00000592642
NX_Q6PJE2	ENST00000424818
NX_Q6PJE2	ENST00000441393
NX_Q6PJE2	ENST00000454397
NX_Q6PJE2	ENST00000615241
NX_Q6PJE2	ENST00000619075
NX_Q6PJE2	ENST00000631876
NX_Q6PJE2	ENST00000632234
NX_Q6PJE2	ENST00000633323
NX_Q6PJF5	ENST00000585701
NX_Q6PJF5	ENST00000585989
NX_Q6PJF5	ENST00000589526
NX_Q6PJF5	ENST00000590288
NX_Q6PJF5	ENST00000590322
NX_Q6PJF5	ENST00000591192
NX_Q6PJF5	ENST00000591255
NX_Q6PJF5	ENST00000591697
NX_Q6PJF5	ENST00000591860
NX_Q6PJF5	ENST00000591879
NX_Q6PJF5	ENST00000592123
NX_Q6PJG2	ENST00000421708
NX_Q6PJG2	ENST00000423556
NX_Q6PJG2	ENST00000435371
NX_Q6PJG2	ENST00000451078
NX_Q6PJG6	ENST00000421712
NX_Q6PJG9	ENST00000393952
NX_Q6PJI9	ENST00000536050
NX_Q6PJI9	ENST00000563111
NX_Q6PJI9	ENST00000563797
NX_Q6PJI9	ENST00000564859
NX_Q6PJI9	ENST00000566924
NX_Q6PJI9	ENST00000569229
NX_Q6PJT7	ENST00000553495
NX_Q6PJT7	ENST00000554602
NX_Q6PJT7	ENST00000555120
NX_Q6PJT7	ENST00000555792
NX_Q6PJT7	ENST00000555799
NX_Q6PJT7	ENST00000555900
NX_Q6PJT7	ENST00000556000
NX_Q6PJT7	ENST00000556110
NX_Q6PJT7	ENST00000556158
NX_Q6PJT7	ENST00000557047
NX_Q6PJT7	ENST00000557607
NX_Q6PJT7	ENST00000557693
NX_Q6PJT7	ENST00000557737
NX_Q6PJW8	ENST00000366511
NX_Q6PK04	ENST00000571916
NX_Q6PK04	ENST00000574107
NX_Q6PK04	ENST00000574200
NX_Q6PK18	ENST00000577495
NX_Q6PK18	ENST00000580445
NX_Q6PK18	ENST00000582593
NX_Q6PK18	ENST00000583445
NX_Q6PK18	ENST00000583897
NX_Q6PK81	ENST00000593916
NX_Q6PK81	ENST00000597061
NX_Q6PK81	ENST00000599847
NX_Q6PKC3	ENST00000571882
NX_Q6PKC3	ENST00000575591
NX_Q6PKC3	ENST00000576969
NX_Q6PKG0	ENST00000517616
NX_Q6PKG0	ENST00000518194
NX_Q6PKG0	ENST00000518297
NX_Q6PKG0	ENST00000518677
NX_Q6PKG0	ENST00000518742
NX_Q6PKG0	ENST00000518892
NX_Q6PKG0	ENST00000519931
NX_Q6PKG0	ENST00000521577
NX_Q6PKG0	ENST00000522272
NX_Q6PKG0	ENST00000523163
NX_Q6PKG0	ENST00000524248
NX_Q6PKH6	ENST00000335125
NX_Q6PKH6	ENST00000397071
NX_Q6PKH6	ENST00000534993
NX_Q6PKH6	ENST00000537912
NX_Q6PKH6	ENST00000543805
NX_Q6PKH6	ENST00000558753
NX_Q6PKH6	ENST00000559387
NX_Q6PKH6	ENST00000559411
NX_Q6PKH6	ENST00000560276
NX_Q6PKH6	ENST00000621761
NX_Q6PKX4	ENST00000582992
NX_Q6PL18	ENST00000517666
NX_Q6PL18	ENST00000519124
NX_Q6PL45	ENST00000566018
NX_Q6PML9	ENST00000513699
NX_Q6PRD1	ENST00000610650
NX_Q6PRD7	ENST00000565480
NX_Q6PUV4	ENST00000502265
NX_Q6PUV4	ENST00000509837
NX_Q6PUV4	ENST00000512824
NX_Q6PUV4	ENST00000514150
NX_Q6PUV4	ENST00000515025
NX_Q6PUV4	ENST00000515502
NX_Q6Q0C0	ENST00000564067
NX_Q6Q0C0	ENST00000565383
NX_Q6Q0C0	ENST00000567645
NX_Q6Q0C0	ENST00000567653
NX_Q6Q4G3	ENST00000395528
NX_Q6Q6R5	ENST00000416431
NX_Q6Q6R5	ENST00000451294
NX_Q6Q759	ENST00000437255
NX_Q6Q788	ENST00000433069
NX_Q6Q8B3	ENST00000448932
NX_Q6Q8B3	ENST00000617549
NX_Q6QAJ8	ENST00000578345
NX_Q6QAJ8	ENST00000580787
NX_Q6QAJ8	ENST00000581949
NX_Q6QEF8	ENST00000492276
NX_Q6QEF8	ENST00000580212
NX_Q6QEF8	ENST00000584602
NX_Q6QEF8	ENST00000584969
NX_Q6QHC5	ENST00000553834
NX_Q6QHF9	ENST00000368539
NX_Q6QNK2	ENST00000335486
NX_Q6QNK2	ENST00000446583
NX_Q6QNK2	ENST00000542091
NX_Q6QNY0	ENST00000592910
NX_Q6QNY1	ENST00000579542
NX_Q6QNY1	ENST00000618916
NX_Q6R2W3	ENST00000508341
NX_Q6R327	ENST00000514735
NX_Q6RFH5	ENST00000525752
NX_Q6RFH5	ENST00000536401
NX_Q6RFH5	ENST00000538098
NX_Q6RFH5	ENST00000542347
NX_Q6RUI8	ENST00000593287
NX_Q6RUI8	ENST00000596287
NX_Q6RUI8	ENST00000597493
NX_Q6RUI8	ENST00000597705
NX_Q6RUI8	ENST00000600373
NX_Q6RUI8	ENST00000601267
NX_Q6RVD6	ENST00000558553
NX_Q6RW13	ENST00000376627
NX_Q6RW13	ENST00000476512
NX_Q6RW13	ENST00000510878
NX_Q6S545	ENST00000452800
NX_Q6S545	ENST00000621704
NX_Q6S5H4	ENST00000435397
NX_Q6S5H4	ENST00000439682
NX_Q6S5L8	ENST00000537958
NX_Q6S5L8	ENST00000557797
NX_Q6S5L8	ENST00000558220
NX_Q6S8J3	ENST00000613282
NX_Q6S9Z5	ENST00000504912
NX_Q6S9Z5	ENST00000505843
NX_Q6SA08	ENST00000428351
NX_Q6SA08	ENST00000553766
NX_Q6SA08	ENST00000555092
NX_Q6SJ93	ENST00000534403
NX_Q6SJ96	ENST00000556755
NX_Q6SPF0	ENST00000269724
NX_Q6SPF0	ENST00000533683
NX_Q6STE5	ENST00000469154
NX_Q6STE5	ENST00000485592
NX_Q6STE5	ENST00000491651
NX_Q6SZW1	ENST00000578128
NX_Q6SZW1	ENST00000579593
NX_Q6SZW1	ENST00000582323
NX_Q6T423	ENST00000525295
NX_Q6T423	ENST00000527057
NX_Q6T423	ENST00000528239
NX_Q6T4P5	ENST00000517665
NX_Q6T4P5	ENST00000519502
NX_Q6T4R5	ENST00000615422
NX_Q6T4R5	ENST00000617601
NX_Q6TCH4	ENST00000340183
NX_Q6TCH4	ENST00000540423
NX_Q6TCH4	ENST00000612424
NX_Q6TCH4	ENST00000613336
NX_Q6TCH4	ENST00000623241
NX_Q6TCH7	ENST00000342820
NX_Q6TCH7	ENST00000508599
NX_Q6TDP4	ENST00000466300
NX_Q6TDP4	ENST00000622660
NX_Q6TDU7	ENST00000554347
NX_Q6TDU7	ENST00000554533
NX_Q6TDU7	ENST00000556006
NX_Q6TDU7	ENST00000556467
NX_Q6TFL3	ENST00000432954
NX_Q6TFL3	ENST00000449575
NX_Q6TFL3	ENST00000535968
NX_Q6TFL4	ENST00000427201
NX_Q6TFL4	ENST00000437402
NX_Q6TFL4	ENST00000454495
NX_Q6TFL4	ENST00000468001
NX_Q6TFL4	ENST00000468101
NX_Q6TFL4	ENST00000473045
NX_Q6TFL4	ENST00000482138
NX_Q6TFL4	ENST00000493074
NX_Q6TGC4	ENST00000625380
NX_Q6U736	ENST00000393699
NX_Q6U736	ENST00000489301
NX_Q6U7Q0	ENST00000480036
NX_Q6U841	ENST00000272716
NX_Q6U841	ENST00000421911
NX_Q6U841	ENST00000446228
NX_Q6UB35	ENST00000367308
NX_Q6UB35	ENST00000420192
NX_Q6UB35	ENST00000423867
NX_Q6UB35	ENST00000441122
NX_Q6UB35	ENST00000450635
NX_Q6UB35	ENST00000453602
NX_Q6UB35	ENST00000611279
NX_Q6UB35	ENST00000618312
NX_Q6UB98	ENST00000359158
NX_Q6UB98	ENST00000546007
NX_Q6UB98	ENST00000577992
NX_Q6UB98	ENST00000581635
NX_Q6UB98	ENST00000585234
NX_Q6UB99	ENST00000330736
NX_Q6UB99	ENST00000378332
NX_Q6UB99	ENST00000562194
NX_Q6UB99	ENST00000562275
NX_Q6UB99	ENST00000563291
NX_Q6UB99	ENST00000613312
NX_Q6ULP2	ENST00000409183
NX_Q6ULP2	ENST00000422803
NX_Q6ULP2	ENST00000487769
NX_Q6UN15	ENST00000504094
NX_Q6UN15	ENST00000514543
NX_Q6UUV7	ENST00000558005
NX_Q6UUV7	ENST00000560098
NX_Q6UUV9	ENST00000594658
NX_Q6UUV9	ENST00000601916
NX_Q6UVM3	ENST00000451324
NX_Q6UVM3	ENST00000466914
NX_Q6UVY6	ENST00000392401
NX_Q6UW01	ENST00000555436
NX_Q6UW02	ENST00000428265
NX_Q6UW02	ENST00000429815
NX_Q6UW02	ENST00000431118
NX_Q6UW02	ENST00000443941
NX_Q6UW02	ENST00000449301
NX_Q6UW10	ENST00000383539
NX_Q6UW10	ENST00000429290
NX_Q6UW10	ENST00000454649
NX_Q6UW10	ENST00000457919
NX_Q6UW10	ENST00000634371
NX_Q6UW56	ENST00000419744
NX_Q6UW60	ENST00000588671
NX_Q6UW60	ENST00000591201
NX_Q6UW68	ENST00000586218
NX_Q6UW68	ENST00000586701
NX_Q6UW68	ENST00000590482
NX_Q6UW68	ENST00000590788
NX_Q6UW68	ENST00000591677
NX_Q6UW68	ENST00000592952
NX_Q6UW88	ENST00000446430
NX_Q6UW88	ENST00000502835
NX_Q6UWB4	ENST00000518641
NX_Q6UWF3	ENST00000574297
NX_Q6UWH4	ENST00000587787
NX_Q6UWH4	ENST00000590648
NX_Q6UWH4	ENST00000592586
NX_Q6UWH4	ENST00000593260
NX_Q6UWH6	ENST00000433258
NX_Q6UWI2	ENST00000513238
NX_Q6UWJ1	ENST00000462877
NX_Q6UWJ1	ENST00000473287
NX_Q6UWJ1	ENST00000619336
NX_Q6UWJ1	ENST00000620021
NX_Q6UWJ1	ENST00000622371
NX_Q6UWJ8	ENST00000374027
NX_Q6UWL2	ENST00000355396
NX_Q6UWL2	ENST00000374263
NX_Q6UWL2	ENST00000415074
NX_Q6UWL2	ENST00000475283
NX_Q6UWL6	ENST00000347900
NX_Q6UWL6	ENST00000586102
NX_Q6UWL6	ENST00000592409
NX_Q6UWM5	ENST00000547144
NX_Q6UWM5	ENST00000548623
NX_Q6UWM7	ENST00000565875
NX_Q6UWM9	ENST00000503012
NX_Q6UWM9	ENST00000611042
NX_Q6UWM9	ENST00000626124
NX_Q6UWN5	ENST00000594049
NX_Q6UWN5	ENST00000602179
NX_Q6UWN8	ENST00000514389
NX_Q6UWP2	ENST00000612538
NX_Q6UWP2	ENST00000615432
NX_Q6UWP2	ENST00000621143
NX_Q6UWP2	ENST00000621871
NX_Q6UWP2	ENST00000631686
NX_Q6UWP2	ENST00000631945
NX_Q6UWP2	ENST00000632185
NX_Q6UWP2	ENST00000633383
NX_Q6UWP7	ENST00000465200
NX_Q6UWP7	ENST00000465538
NX_Q6UWP7	ENST00000466477
NX_Q6UWP7	ENST00000476038
NX_Q6UWP7	ENST00000476535
NX_Q6UWP7	ENST00000488144
NX_Q6UWP7	ENST00000497423
NX_Q6UWP8	ENST00000588674
NX_Q6UWQ5	ENST00000494304
NX_Q6UWQ7	ENST00000601052
NX_Q6UWR7	ENST00000512353
NX_Q6UWU2	ENST00000424620
NX_Q6UWU2	ENST00000428427
NX_Q6UWU2	ENST00000432839
NX_Q6UWU2	ENST00000440853
NX_Q6UWU2	ENST00000447002
NX_Q6UWV2	ENST00000525386
NX_Q6UWV6	ENST00000576512
NX_Q6UWW8	ENST00000394037
NX_Q6UWW8	ENST00000566453
NX_Q6UWW8	ENST00000570236
NX_Q6UWY0	ENST00000504763
NX_Q6UWY0	ENST00000504873
NX_Q6UWY0	ENST00000512106
NX_Q6UWY0	ENST00000513814
NX_Q6UWY2	ENST00000329267
NX_Q6UWY5	ENST00000528758
NX_Q6UWY5	ENST00000534244
NX_Q6UWZ7	ENST00000503217
NX_Q6UWZ7	ENST00000505489
NX_Q6UWZ7	ENST00000511801
NX_Q6UWZ7	ENST00000515303
NX_Q6UWZ7	ENST00000611288
NX_Q6UX01	ENST00000457164
NX_Q6UX01	ENST00000547670
NX_Q6UX01	ENST00000547675
NX_Q6UX01	ENST00000547698
NX_Q6UX01	ENST00000549296
NX_Q6UX01	ENST00000550137
NX_Q6UX01	ENST00000550815
NX_Q6UX01	ENST00000551169
NX_Q6UX01	ENST00000551782
NX_Q6UX01	ENST00000551854
NX_Q6UX01	ENST00000552449
NX_Q6UX01	ENST00000553040
NX_Q6UX04	ENST00000508024
NX_Q6UX15	ENST00000525126
NX_Q6UX15	ENST00000528924
NX_Q6UX15	ENST00000530962
NX_Q6UX15	ENST00000533265
NX_Q6UX15	ENST00000533999
NX_Q6UX27	ENST00000366170
NX_Q6UX27	ENST00000419106
NX_Q6UX27	ENST00000425006
NX_Q6UX27	ENST00000610575
NX_Q6UX27	ENST00000610629
NX_Q6UX27	ENST00000610794
NX_Q6UX27	ENST00000610804
NX_Q6UX27	ENST00000610857
NX_Q6UX27	ENST00000611293
NX_Q6UX27	ENST00000611605
NX_Q6UX27	ENST00000611985
NX_Q6UX27	ENST00000612105
NX_Q6UX27	ENST00000612436
NX_Q6UX27	ENST00000612639
NX_Q6UX27	ENST00000612784
NX_Q6UX27	ENST00000612864
NX_Q6UX27	ENST00000612942
NX_Q6UX27	ENST00000613042
NX_Q6UX27	ENST00000613085
NX_Q6UX27	ENST00000613096
NX_Q6UX27	ENST00000613106
NX_Q6UX27	ENST00000613399
NX_Q6UX27	ENST00000613774
