UniProt-AC	UniProt-AC_reviewed	UniProt-ID	GeneID	RefSeq	GI	PDB	GO	PIR	MIM	UniGene	Ensembl_Gene	Ensembl_Transcript	Ensembl_Protein	BioGrid	STRING	KEGG	Gene_Name
D3ZGV1		D3ZGV1_RAT	100910858; 103690075; 295852	NP_001000340.1; XP_003749571.1; XP_008760236.1	47577689; 392346509; 672046232		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000049429; ENSRNOG00000050271; ENSRNOG00000052168	ENSRNOT00000040581; ENSRNOT00000041690; ENSRNOT00000087552	ENSRNOP00000042088; ENSRNOP00000048160; ENSRNOP00000070210		10116.ENSRNOP00000048160	rno:100910858;rno:103690075;rno:295852	LOC100910858
D3ZK96		D3ZK96_RAT	314417	NP_001101526.1	157820829; 149044213		GO:0005737; GO:0005634; GO:0005524; GO:0046872; GO:0004652; GO:0003723; GO:0006378; GO:0031440; GO:0043631				ENSRNOG00000004827	ENSRNOT00000064957	ENSRNOP00000060627		10116.ENSRNOP00000060627	rno:314417	Papola
Q6AY90		Q6AY90_RAT	307652	NP_001014036.1; XP_006255172.1; XP_006255173.1; XP_017456764.1; XP_017456765.1	81884548; 1046869984; 50927362; 564394529; 62078757; 1046869986; 564394531		GO:0005634; GO:1901799; GO:0032091				ENSRNOG00000017841	ENSRNOT00000024120	ENSRNOP00000024120		10116.ENSRNOP00000024120	rno:307652	Fam192a
Q6AZ35		Q6AZ35_RAT	116659	NP_001257553.1; NP_001257554.1; NP_446332.2; XP_006234406.1	396941662; 81910907; 149022201; 396941666; 50926121; 564341315; 396941664		GO:0005868; GO:0007018				ENSRNOG00000009781	ENSRNOT00000047243	ENSRNOP00000042414			rno:116659	Dync1i2
D4A9D6		D4A9D6_RAT	304859	NP_001100654.1	157821633; 149058390		GO:0015629; GO:0005813; GO:0070937; GO:0005737; GO:0036464; GO:0016604; GO:0097165; GO:0005730; GO:0005654; GO:0005634; GO:0005726; GO:0042788; GO:0005844; GO:0032991; GO:1990904; GO:0016442; GO:0070578; GO:0043138; GO:0033679; GO:0034458; GO:0005524; GO:0016887; GO:0031490; GO:0003678; GO:0003688; GO:0003690; GO:0003725; GO:0061676; GO:0003729; GO:0047429; GO:1905538; GO:1990841; GO:0001069; GO:1905172; GO:0003723; GO:0003724; GO:0070063; GO:0000978; GO:0000993; GO:0001085; GO:0035613; GO:1990825; GO:1990518; GO:0003697; GO:0003727; GO:0035197; GO:0003713; GO:0003712; GO:0045142; GO:0000380; GO:0034622; GO:0071360; GO:0034605; GO:0071356; GO:0007623; GO:0070934; GO:0032508; GO:0039695; GO:0044806; GO:2000767; GO:0045739; GO:0045740; GO:2000373; GO:0048146; GO:2000637; GO:0050729; GO:0045089; GO:1902741; GO:0035549; GO:0032741; GO:2000778; GO:0051092; GO:1905698; GO:0060760; GO:0046833; GO:0045944; GO:1904469; GO:0050434; GO:1904973; GO:1903608; GO:0070269; GO:2000765; GO:0050691; GO:0050684; GO:0006357; GO:0010501; GO:0070922; GO:0030423				ENSRNOG00000002735	ENSRNOT00000064860	ENSRNOP00000061368		10116.ENSRNOP00000061368	rno:304859	Dhx9
D4AD21		D4AD21_RAT	311334	NP_001101231.1; XP_006234828.1	564342384; 157820709; 149023013		GO:1990923; GO:0008408; GO:0003676; GO:0031047; GO:0034587				ENSRNOG00000025360	ENSRNOT00000038365	ENSRNOP00000038378		10116.ENSRNOP00000038378	rno:311334	Exd1
G3V8S8		G3V8S8_RAT	361686	NP_001015024.2	149061789; 199561300		GO:0005829; GO:0140268; GO:0016021; GO:0043231; GO:0016020; GO:0015485; GO:0008289; GO:0070273; GO:0001786; GO:0140343; GO:0032934; GO:0015914				ENSRNOG00000020713	ENSRNOT00000028119	ENSRNOP00000028119		10116.ENSRNOP00000028119	rno:361686	Osbpl5
Q5I0C9		Q5I0C9_RAT	291987	NP_001009640.1; XP_006255624.1; XP_006255625.1	56970495; 57528225; 564395682; 81909711; 564395684		GO:0030686; GO:0005694; GO:0001650; GO:0005730; GO:0032040; GO:0034455; GO:0030490; GO:0000462; GO:0006355				ENSRNOG00000020333	ENSRNOT00000027553	ENSRNOP00000027553		10116.ENSRNOP00000027553	rno:291987	Utp4
D3ZZW3		D3ZZW3_RAT	361063	NP_001101854.1	149049863; 157821691		GO:0097637; GO:0030173; GO:0045134; GO:0006256				ENSRNOG00000016321	ENSRNOT00000064428	ENSRNOP00000063756		10116.ENSRNOP00000063756	rno:361063	Entpd4
D3ZCR5		D3ZCR5_RAT	315731	NP_001101624.1	157822983; 149041881		GO:0005634; GO:0005844; GO:1990904; GO:0048027; GO:0017022; GO:0035613; GO:1990825; GO:0032967; GO:1902416; GO:0045727; GO:0006396				ENSRNOG00000012438	ENSRNOT00000017147	ENSRNOP00000017147		10116.ENSRNOP00000017147	rno:315731	Larp6
Q4KM97		Q4KM97_RAT	364403	NP_001020922.1; XP_008768992.1	71043712; 149030265; 68533643; 672078359		GO:0031234; GO:0005524; GO:0004715; GO:0004713; GO:0005102; GO:0050853; GO:0030154; GO:0038083; GO:0018108; GO:0032024; GO:0042127; GO:0007169				ENSRNOG00000010798	ENSRNOT00000015021	ENSRNOP00000015021		10116.ENSRNOP00000015021	rno:364403	Blk
A0A096MJX3		A0A096MJX3_RAT			149028065						ENSRNOG00000056637	ENSRNOT00000081760	ENSRNOP00000070241				Abhd16a
Q5BK91		Q5BK91_RAT	25156	NP_036891.2	149028127; 81882615; 60552098; 162287067		GO:0005085; GO:0046872; GO:0007264									rno:25156	Vav1
Q7TPJ5		Q7TPJ5_RAT			81871019; 32527741		GO:0016021; GO:0046854				ENSRNOG00000027079; ENSRNOG00000046647	ENSRNOT00000033151; ENSRNOT00000073534	ENSRNOP00000066904; ENSRNOP00000065350				Impad1
G3V6A6		G3V6A6_RAT	363487	NP_001128061.1	197387649; 149055525		GO:0000815; GO:0005771; GO:0032509; GO:0045324; GO:0015031				ENSRNOG00000002323	ENSRNOT00000003188	ENSRNOP00000003188		10116.ENSRNOP00000003188	rno:363487	RGD1566265
Q8K3W4		Q8K3W4_RAT	266782	NP_714958.1	81871364; 24308506; 22000818; 149045342		GO:0005615; GO:0005179; GO:0005148; GO:0007565; GO:0030879; GO:0008284; GO:1903489; GO:0046427; GO:0031667									rno:266782	Prl3a1
G3V9A4		G3V9A4_RAT			149063436		GO:0005524; GO:0003725; GO:0016779; GO:0051607; GO:0006955				ENSRNOG00000001369	ENSRNOT00000048450	ENSRNOP00000040841				Oas1a
Q5PQQ3		Q5PQQ3_RAT	365872	NP_001014277.1	62079241; 149030631; 56268871; 81883255		GO:0005769; GO:0005783; GO:0070765; GO:0005794; GO:0016021; GO:0005887; GO:0099056; GO:0005739; GO:0005886; GO:0097060; GO:0008021; GO:0004175; GO:0042987; GO:0042982; GO:0034205; GO:0006509; GO:0031293; GO:0001656; GO:0007220; GO:0007219; GO:0043085; GO:0016485				ENSRNOG00000023816	ENSRNOT00000056289	ENSRNOP00000053129		10116.ENSRNOP00000053129	rno:365872	Aph1a
D3ZRP5		D3ZRP5_RAT	309512	NP_001101077.2	164518910		GO:0005737; GO:0005635; GO:0005634; GO:0000242; GO:0048471; GO:0019899; GO:0003950; GO:1990404; GO:0047485; GO:0035264; GO:1904357; GO:0090263; GO:1904355; GO:0006471; GO:0070213; GO:0070198; GO:0070212; GO:0000209; GO:0040014				ENSRNOG00000052664; ENSRNOG00000059776	ENSRNOT00000079808; ENSRNOT00000085497	ENSRNOP00000068637; ENSRNOP00000073499		10116.ENSRNOP00000066974	rno:309512	Tnks2
G3V625		G3V625_RAT	60669	NP_071554.2; XP_006249567.1; XP_006249568.1; XP_006249569.1; XP_006249570.1; XP_006249571.1	564379820; 83035131; 149063648; 564379826; 564379828; 564379824; 149063647; 564379822		GO:0016021; GO:0005886; GO:0004930; GO:0006935; GO:0032695; GO:0032088; GO:0120162; GO:0045600; GO:0010759; GO:0050848				ENSRNOG00000000704	ENSRNOT00000000893	ENSRNOP00000000893			rno:60669	Cmklr1
F1LSW9		F1LSW9_RAT					GO:0036459; GO:0016579; GO:0006511				ENSRNOG00000012086; ENSRNOG00000029046	ENSRNOT00000016098; ENSRNOT00000042095	ENSRNOP00000016098; ENSRNOP00000044304		10116.ENSRNOP00000044304		RGD1561481
A1L119		A1L119_RAT			119851007		GO:0004252				ENSRNOG00000049976	ENSRNOT00000083961	ENSRNOP00000075556				Gzmb
D3ZHC3		D3ZHC3_RAT	298534	NP_001100157.1	157817781; 149023964		GO:0010997; GO:0032147; GO:0000077; GO:0033314; GO:0007095; GO:0018105				ENSRNOG00000011332	ENSRNOT00000015227	ENSRNOP00000015227		10116.ENSRNOP00000015227	rno:298534	Clspn
A0A0G2JXW4		A0A0G2JXW4_RAT	100911576; 290046	NP_001264529.1; XP_003751443.1; XP_006251512.1; XP_006251513.1; XP_006251920.1; XP_006251921.1; XP_017454541.1; XP_017454542.1; XP_017455103.1; XP_017455104.1	149033669; 564385912; 564384812; 564385914; 1046858012; 1046860906; 1046858008; 392353259; 564384810; 478621135; 1046860901		GO:0003723				ENSRNOG00000011621	ENSRNOT00000090378	ENSRNOP00000070427			rno:290046	Hnrnpc
G3V9K0		G3V9K0_RAT	293638	NP_001099789.1	149061784; 157821465		GO:0005737; GO:0005829; GO:0005524; GO:0004817; GO:0042803; GO:0000049; GO:0006423				ENSRNOG00000020651	ENSRNOT00000050721	ENSRNOP00000050342		10116.ENSRNOP00000050342	rno:293638	Cars
D3ZQI2		D3ZQI2_RAT	295744	NP_001000302.1	149022466; 47577467		GO:0016021; GO:0005886; GO:0004930; GO:0005549; GO:0004984; GO:0007186; GO:0007608				ENSRNOG00000033395	ENSRNOT00000044979	ENSRNOP00000041116		10116.ENSRNOP00000041116	rno:295744	Olr473
A0A0G2JWP5		A0A0G2JWP5_RAT	296564	XP_017447119.1	1046879097; 149039368		GO:0032580; GO:0016021; GO:0046920; GO:0008417; GO:0002361; GO:0006672; GO:0036065; GO:0002522; GO:0006486				ENSRNOG00000014156	ENSRNOT00000081798	ENSRNOP00000069960				Fut7
Q06QE1		Q06QE1_RAT			755571861; 108773547; 748762864; 108773477; 108773561; 748762850		GO:0016021; GO:0031966; GO:0070469; GO:0008137; GO:0006120										ND4
B1WC04		B1WC04_RAT	312195	NP_001094178.1	171846626; 149065163; 198278557		GO:0005829; GO:0005654; GO:0001046; GO:0001228; GO:0042803; GO:0000978; GO:0000979				ENSRNOG00000008752	ENSRNOT00000011851	ENSRNOP00000011851			rno:312195	Nrf1
B2RZ35		B2RZ35_RAT	303886	NP_001100559.1	187469776; 157820735; 149060680		GO:0009925; GO:0042802; GO:0000187; GO:0048012				ENSRNOG00000001776	ENSRNOT00000002418	ENSRNOP00000002418		10116.ENSRNOP00000002418	rno:303886	Muc20
G3V6G2		G3V6G2_RAT			118763775		GO:0005737; GO:0032039; GO:0005634; GO:0034472; GO:0016180				ENSRNOG00000003576	ENSRNOT00000004876	ENSRNOP00000004876				Ints2
G3V7J9		G3V7J9_RAT			149026068		GO:0005829; GO:0005886; GO:0004024; GO:0004031; GO:0035276; GO:0048019; GO:0019841; GO:0004745; GO:0008270; GO:0006068; GO:0006069; GO:0010430; GO:0009617; GO:0045471; GO:0042573; GO:0042572				ENSRNOG00000032959	ENSRNOT00000015870	ENSRNOP00000015870				Adh7
D3ZHL8		D3ZHL8_RAT	499486	NP_001102643.1	157821455; 149058908		GO:0005887; GO:0004930; GO:0032870; GO:0007186				ENSRNOG00000026944	ENSRNOT00000029265	ENSRNOP00000037898		10116.ENSRNOP00000037898	rno:499486	Gpr150
D3ZZM9		D3ZZM9_RAT	307926	NP_001100911.1; XP_006255873.1; XP_017456792.1	564396313; 149043181; 157818413; 1046870119		GO:0030424; GO:0005930; GO:0005814; GO:0005813; GO:0036064; GO:0035869; GO:0005929; GO:0072686; GO:0061673; GO:0005819; GO:0008017; GO:1990755; GO:0060296; GO:1901673				ENSRNOG00000017690	ENSRNOT00000023911	ENSRNOP00000023911		10116.ENSRNOP00000023911	rno:307926	Ccsap
A0A0G2K283		A0A0G2K283_RAT	287727	XP_006247348.1	564374165; 149054338		GO:0071013; GO:0016604; GO:0005634; GO:0071007; GO:0005524; GO:0004386; GO:0042802; GO:0003723; GO:0000398; GO:0000390				ENSRNOG00000020772	ENSRNOT00000086892	ENSRNOP00000072141				Dhx8
Q6AXP0		Q6AXP0_RAT			50927108; 81884445						ENSRNOG00000009802	ENSRNOT00000083381	ENSRNOP00000069350				Fam124a
A0A0G2K2X4		A0A0G2K2X4_RAT	100911127; 405082	NP_001000798.1; XP_008768947.1	47576287; 672078205		GO:0016021; GO:0005886; GO:0004930; GO:0005549; GO:0004984; GO:0007186; GO:0007608				ENSRNOG00000057310; ENSRNOG00000055735	ENSRNOT00000085764; ENSRNOT00000091636	ENSRNOP00000072415; ENSRNOP00000073095			rno:100911127;rno:405082	LOC100911127
G3V9E7		G3V9E7_RAT	170671	XP_001059910.2; XP_001078243.2	149039302; 293345787; 293357700		GO:0005634; GO:0005667; GO:0001228; GO:0000981; GO:0046872; GO:0000978; GO:0000977; GO:0001085; GO:0043565; GO:0030154; GO:0009953; GO:0048839; GO:0030324; GO:0021526; GO:0008045; GO:0043066; GO:0030182; GO:0021983; GO:0001890; GO:0045944; GO:0045893; GO:0021527; GO:0021520; GO:0021521				ENSRNOG00000018427	ENSRNOT00000045587	ENSRNOP00000044069		10116.ENSRNOP00000044069	rno:170671	Lhx3
G3V9M1		G3V9M1_RAT	300208	NP_001100263.2; XP_006257405.1	261337192; 564400225; 149032134		GO:0071013; GO:0005730; GO:0005654; GO:0005682; GO:0005524; GO:0003723; GO:0000398				ENSRNOG00000060154	ENSRNOT00000089612	ENSRNOP00000072026		10116.ENSRNOP00000052391	rno:300208	Ddx23
Q5HZA7		Q5HZA7_RAT	117028	XP_006254567.1	564392912; 81909695; 57921002		GO:0005737; GO:0030100				ENSRNOG00000012852	ENSRNOT00000049898	ENSRNOP00000040191				Bin1
A8C4G9		A8C4G9_RAT	296374	NP_001094308.1	157890363; 158081714		GO:0005737; GO:0043198; GO:0043197; GO:0005794; GO:0005654; GO:0005634; GO:0070577; GO:0035064; GO:0019904; GO:0047485; GO:0003714; GO:0008270; GO:0098815; GO:0030336; GO:0060999; GO:1902952; GO:0051491; GO:1902897; GO:0006355				ENSRNOG00000019154	ENSRNOT00000068328	ENSRNOP00000061219		10116.ENSRNOP00000061219	rno:296374	Zmynd8
D3ZWW5		D3ZWW5_RAT	498358	NP_001102558.1	149035323; 157818921		GO:0005623; GO:0031410; GO:0005856; GO:0005783; GO:0016021; GO:0005634; GO:0008324; GO:0003682; GO:0016922; GO:0030374; GO:0006882; GO:0045944; GO:0006829				ENSRNOG00000002246	ENSRNOT00000065550	ENSRNOP00000059961		10116.ENSRNOP00000059961	rno:498358	Slc30a9
B5DEY9		B5DEY9_RAT	306375	NP_001100779.1; XP_006253088.1; XP_006253089.1; XP_006253090.1; XP_006253091.1; XP_006253093.1; XP_008769336.1; XP_008769338.1; XP_017455581.1; XP_017455582.1; XP_017455583.1; XP_017455584.1; XP_017455585.1; XP_017455586.1; XP_017455587.1; XP_017455588.1; XP_017455589.1	1046863538; 1046863522; 564388877; 1046863524; 564388883; 197246817; 672079683; 1046863535; 1046863530; 564388879; 1046863526; 564388881; 672079690; 149016797; 564388887; 1046863533; 157823299; 1046863528; 1046863520		GO:0032580; GO:0016021; GO:0008376; GO:0047238; GO:0015020; GO:0047237; GO:0008955; GO:0051216; GO:0030206; GO:0030204; GO:0050653; GO:0001958; GO:0030198; GO:0046398; GO:0019276				ENSRNOG00000013024	ENSRNOT00000017822	ENSRNOP00000017822		10116.ENSRNOP00000017822	rno:306375	Csgalnact1
D3ZDD7		D3ZDD7_RAT	84476	NP_445868.2; XP_006234170.2; XP_008759999.1	149047905; 672045351; 672045353; 132626573		GO:0002177; GO:0005634; GO:0003725; GO:0008017; GO:0003727; GO:0007638; GO:0007286				ENSRNOG00000010150	ENSRNOT00000066377	ENSRNOP00000062543			rno:84476	Strbp
D3ZUZ4		D3ZUZ4_RAT	304885	NP_001100657.1; XP_006250120.1; XP_006250121.1; XP_008767856.1; XP_017454300.1	157821157; 149058325; 564381228; 672074402; 1046856441; 564381230		GO:0005794; GO:0005654; GO:0016773; GO:0030166				ENSRNOG00000004337	ENSRNOT00000006018	ENSRNOP00000006018		10116.ENSRNOP00000006018	rno:304885	Fam20b
B0BNB2		B0BNB2_RAT	687565	NP_001108518.1	169234852; 165970732; 149063293		GO:0003743; GO:0001731; GO:0075522; GO:0032790									rno:687565	Denr
A0A1W2Q640		A0A1W2Q640_RAT									ENSRNOG00000006498	ENSRNOT00000093302; ENSRNOT00000093691	ENSRNOP00000076285; ENSRNOP00000076131				Lrrc69
B5DFN6		B5DFN6_RAT			197246519						ENSRNOG00000002462; ENSRNOG00000047790	ENSRNOT00000067379; ENSRNOT00000084944	ENSRNOP00000059672; ENSRNOP00000068934				B9d1
Q5XIX1		Q5XIX1_RAT	171501	XP_006238078.1; XP_006238079.1; XP_006238080.1; XP_006238082.1; XP_008761889.1; XP_008761890.1; XP_017448628.1; XP_017448629.1	149045790; 564350700; 564350708; 149045789; 1046887431; 672052446; 81889889; 564350704; 1046887428; 672052444; 53733396; 564350702		GO:0005654; GO:0005634; GO:0036126; GO:0004842; GO:0008584; GO:0016567; GO:0007286				ENSRNOG00000013956	ENSRNOT00000060203; ENSRNOT00000077367; ENSRNOT00000091944	ENSRNOP00000056951; ENSRNOP00000074615; ENSRNOP00000072089		10116.ENSRNOP00000056951		Rnf38
Q7TPA4		Q7TPA4_RAT			33086450; 149046285; 81865345						ENSRNOG00000061227	ENSRNOT00000086086	ENSRNOP00000075506				
B2RYB1		B2RYB1_RAT	302899	NP_001121004.1	189011614; 187468992		GO:0005623; GO:0045454				ENSRNOG00000002452	ENSRNOT00000003332	ENSRNOP00000003332		10116.ENSRNOP00000003332	rno:302899	Txndc11
Q6AXX5		Q6AXX5_RAT	362757	NP_001012193.1	58865958; 50927390; 81891330		GO:0005789; GO:0001917; GO:0033721; GO:0052650; GO:0016062; GO:0110095; GO:0042574; GO:0001523; GO:0042572; GO:0007601				ENSRNOG00000054770	ENSRNOT00000085927	ENSRNOP00000070625			rno:362757	Rdh11
D4A182		D4A182_RAT	308068	NP_001100924.1; XP_008756914.1; XP_017444578.1; XP_017444579.1	672034126; 1046841951; 157819413; 149032812; 1046841953		GO:0016323; GO:0071944; GO:0005737; GO:0031410; GO:0070382; GO:0016328; GO:0005886; GO:0051117; GO:0005509; GO:0019838; GO:0032036; GO:0031625; GO:0048210; GO:0090090; GO:0030178; GO:0032436; GO:1903078; GO:0010954; GO:0072659				ENSRNOG00000016103	ENSRNOT00000021898	ENSRNOP00000021898		10116.ENSRNOP00000021898	rno:308068	Nkd2
O70500		O70500_RAT	29265	NP_058841.1	3136326; 8393764; 81908430; 149064031		GO:0004252				ENSRNOG00000020625	ENSRNOT00000027931	ENSRNOP00000027931		10116.ENSRNOP00000027931	rno:29265	Mcpt1
B1H271		B1H271_RAT	689414	NP_001121062.1; XP_008769377.1; XP_017455739.1	189027101; 1046864161; 672079807; 169642265		GO:0016021; GO:0005743; GO:0043262; GO:0015217; GO:0080122; GO:0005347; GO:0015228				ENSRNOG00000020345	ENSRNOT00000027615	ENSRNOP00000027615			rno:689414	Slc25a42
D3ZTT7		D3ZTT7_RAT	315135	XP_006226220.1; XP_006242107.1	149065911; 564361105; 564309026		GO:0005623; GO:0000794; GO:0005639; GO:0034993; GO:0000784; GO:0005635; GO:0005637; GO:0042802; GO:0005521; GO:0043495; GO:0051642; GO:0090286; GO:0006998; GO:0090292; GO:0031022; GO:0021817; GO:0030335				ENSRNOG00000015177	ENSRNOT00000046399	ENSRNOP00000044360		10116.ENSRNOP00000044360		Sun2
D3ZRE6		D3ZRE6_RAT	312258	NP_001101325.1	149065315; 157822891		GO:0016301				ENSRNOG00000010005	ENSRNOT00000013277	ENSRNOP00000013277		10116.ENSRNOP00000013277	rno:312258	Adck2
I7GAZ6		I7GAZ6_RAT	500863	XP_008763676.2	1046896812; 112419730		GO:0009986; GO:0005576; GO:0008201; GO:0005102; GO:0030282; GO:0071542; GO:0035115; GO:0035116; GO:0060441; GO:0060173; GO:0060437; GO:0042489; GO:0001649; GO:0090263; GO:0030177; GO:0060535				ENSRNOG00000037687	ENSRNOT00000082741	ENSRNOP00000069239				Rspo2
Q6TUH8		Q6TUH8_RAT	306079	NP_001041344.1	37361818; 114145740; 81870793		GO:0022625; GO:0003723; GO:0003735; GO:0042273; GO:0006412				ENSRNOG00000031061	ENSRNOT00000040851	ENSRNOP00000046600		10116.ENSRNOP00000046600	rno:306079	LOC306079
D3ZFS6		D3ZFS6_RAT	296690	NP_001000395.1	149038882; 47577361		GO:0016021; GO:0005886; GO:0004930; GO:0004984; GO:0007186				ENSRNOG00000025721	ENSRNOT00000036382	ENSRNOP00000029019		10116.ENSRNOP00000029019	rno:296690	Olr429
G3V6H9		G3V6H9_RAT	89825	NP_446013.2; XP_006241404.1	564359237; 149066995; 149066996; 149066997; 77404363		GO:0005737; GO:0005634; GO:0006334; GO:2000179; GO:0050769				ENSRNOG00000003890	ENSRNOT00000005286	ENSRNOP00000005286			rno:89825	Nap1l1
B2GNF2		B2GNF2_RAT			183980034		GO:0003676; GO:0006355				ENSRNOG00000051377	ENSRNOT00000077781	ENSRNOP00000069367				LOC680222
D3ZQK5		D3ZQK5_RAT	500552	NP_001128101.1	149024034; 197385625		GO:0030154				ENSRNOG00000008113	ENSRNOT00000010688	ENSRNOP00000010688		10116.ENSRNOP00000010688	rno:500552	RGD1561149
D4A5C2		D4A5C2_RAT	295019	NP_001127983.1	197386039; 149027365		GO:0007049				ENSRNOG00000011239	ENSRNOT00000014928	ENSRNOP00000014928		10116.ENSRNOP00000014928	rno:295019	RGD1307595
B2GV98		B2GV98_RAT	502020	NP_001128199.1	183985874; 197927118		GO:0005737; GO:1990869; GO:0034260; GO:2000405				ENSRNOG00000009412	ENSRNOT00000047192	ENSRNOP00000047801		10116.ENSRNOP00000047801	rno:502020	Lrch1
D3ZBM0		D3ZBM0_RAT	366245	NP_001102432.1; XP_006235662.1	149043002; 564344427; 157822631		GO:0005615				ENSRNOG00000027432	ENSRNOT00000031868	ENSRNOP00000036301		10116.ENSRNOP00000036301	rno:366245	R3hdml
Q6AZ82		Q6AZ82_RAT			81884696; 50925429		GO:0016021				ENSRNOG00000012536	ENSRNOT00000079942	ENSRNOP00000075395				Sgms1
A0A0G2JSZ9		A0A0G2JSZ9_RAT			165970886; 149062003		GO:0005737; GO:0005634; GO:0005507; GO:0004784; GO:0030001; GO:0051353				ENSRNOG00000047816	ENSRNOT00000073983	ENSRNOP00000065189				Ccs
D3ZQA1		D3ZQA1_RAT	304571	NP_001116116.1	149063717; 169790950		GO:0005794; GO:0000139; GO:0016021; GO:0030246; GO:0016757; GO:0006486				ENSRNOG00000037476	ENSRNOT00000056722	ENSRNOP00000053563		10116.ENSRNOP00000053563		Galnt9
Q4TU73		Q4TU73_RAT	652926	NP_001032670.1	81918280; 83035139; 66932867		GO:0005634; GO:0000981; GO:0000977; GO:0010628; GO:0019953				ENSRNOG00000040026	ENSRNOT00000061539	ENSRNOP00000058257		10116.ENSRNOP00000058257	rno:652926	Rhox10
Q6PW52		Q6PW52_RAT	29709	XP_006246187.1	149052302; 81892719; 564371394; 46371159		GO:0030424; GO:1902711; GO:0098982; GO:0005887; GO:0004890; GO:0022851; GO:1904315; GO:0030534; GO:0071420; GO:0007214; GO:1904862; GO:0009791				ENSRNOG00000003241	ENSRNOT00000082445	ENSRNOP00000072234				Gabrg2
A0A0G2K8E8		A0A0G2K8E8_RAT					GO:0005813; GO:0005634; GO:0000922; GO:0007099; GO:0021987; GO:0007052; GO:0022008; GO:0002052; GO:2001224; GO:0046605; GO:0045664				ENSRNOG00000049708; ENSRNOG00000020807	ENSRNOT00000081282; ENSRNOT00000082555	ENSRNOP00000074579; ENSRNOP00000071039		10116.ENSRNOP00000047632		NEWGENE_1306714
B2RZB6		B2RZB6_RAT	296913	NP_001100055.1	149065053; 187469565; 157819253		GO:0120115; GO:0005634; GO:0071005; GO:0046540; GO:0005688; GO:0003723; GO:0000398; GO:0016070				ENSRNOG00000058677	ENSRNOT00000089007	ENSRNOP00000073002		10116.ENSRNOP00000011456	rno:296913	Lsm8
D4ADA1		D4ADA1_RAT	103690010; 311861	NP_001101299.1; XP_008759911.1	672045091; 157822333; 149039045		GO:0016021; GO:0016020; GO:0008061				ENSRNOG00000009735; ENSRNOG00000050844	ENSRNOT00000012927; ENSRNOT00000073999	ENSRNOP00000012928; ENSRNOP00000066063		10116.ENSRNOP00000066063	rno:103690010;rno:311861	Fibcd1
Q3MHS7		Q3MHS7_RAT	291095	NP_001034695.1	88853855; 149045263; 75775214		GO:0005737; GO:0008446; GO:0042802; GO:0070401; GO:0042351; GO:0019673; GO:0007219				ENSRNOG00000017605	ENSRNOT00000023691	ENSRNOP00000023691		10116.ENSRNOP00000023691	rno:291095	Gmds
Q0ZFS4		Q0ZFS4_RAT	296995	NP_001041328.1; XP_006236367.1	114145413; 109692292; 149065323; 564346365		GO:0005840				ENSRNOG00000026528	ENSRNOT00000039067	ENSRNOP00000036146		10116.ENSRNOP00000036146	rno:296995	Mrps33
Q3MHS9		Q3MHS9_RAT	288620	NP_001028856.1	76253725; 75773247; 149063164		GO:0001669; GO:0044297; GO:0005832; GO:0005874; GO:0002199; GO:0005524; GO:0051082; GO:0071987; GO:0007339; GO:1904851; GO:0032212; GO:0006457; GO:0050821; GO:1901998				ENSRNOG00000000923	ENSRNOT00000001227	ENSRNOP00000001227		10116.ENSRNOP00000001227	rno:288620	Cct6a
Q402C1		Q402C1_RAT	65035	NP_001257767.1	73661163; 399220344		GO:0005829; GO:0005654; GO:0001228; GO:0004879; GO:0000977; GO:0003707; GO:0008270; GO:0045892				ENSRNOG00000003260	ENSRNOT00000049873	ENSRNOP00000048836				Nr1i3
B2ZDP9		B2ZDP9_RAT	304592	NP_001163874.1	281371452; 187370729		GO:0030426; GO:0016021; GO:0016020; GO:0015279; GO:0002115				ENSRNOG00000001427	ENSRNOT00000001938	ENSRNOP00000001938		10116.ENSRNOP00000001938	rno:304592	Orai2
B5DFA5		B5DFA5_RAT	316370	NP_001264157.1	469663636; 197246465; 149046243		GO:0005829; GO:0005788; GO:0005654; GO:0046527; GO:0035251; GO:0035252; GO:0018242				ENSRNOG00000011740	ENSRNOT00000016285	ENSRNOP00000016285		10116.ENSRNOP00000016285	rno:316370	Poglut2
